"","x"
"1",0.190739467697838
"2",-0.44177417066527
"3",-0.206081086712859
"4",-0.313441766885606
"5",-0.03325053864378
"6",-0.420990750262985
"7",-0.322094415012407
"8",-0.0739046087436143
"9",-0.203900991579729
"10",-0.379207541647897
"11",-0.304198836579985
"12",-0.0780504184229376
"13",-0.116125217824625
"14",-0.158653792859583
"15",-0.267038012092081
"16",-0.308007825494964
"17",-0.0570949538792241
"18",0.0112427039426432
"19",-0.182642424811938
"20",-0.200097543587641
"21",-0.185320043507941
"22",-0.218134679248871
"23",-0.0195117811708687
"24",0.0719870607964805
"25",-0.03325053864378
"26",-0.0864581388495703
