"","x"
"1",-0.385651536182234
"2",-0.428305168680524
"3",-0.426104127554261
"4",-0.251033734695123
"5",-0.166602051660163
"6",-0.337249371363564
"7",-0.0403432099474794
"8",-0.150867325765922
"9",-0.139401812685772
"10",-0.184244195098563
"11",-0.35100250048735
"12",-0.346965788078507
"13",-0.389217903006615
"14",-0.17400433933762
"15",-0.299277442188651
"16",-0.114488988101668
"17",-0.216174581425621
"18",-0.346965788078507
"19",-0.400588321946511
"20",-0.318439410045165
"21",-0.4509369891599
"22",-0.216174581425621
"23",-0.0254745497635632
"24",-0.142215081741626
"25",-0.119162539723965
