"","drugs.i.","a"
"3","AEW541",0.558096434795953
"4","AZD0530",0.515480515573991
"5","AZD6244",0.155360205265226
"6","Erlotinib",0.587242882894732
"7","Irinotecan",0.468040605706329
"8","L-685458",0.561672275583167
"9","Lapatinib",0.328061539441757
"10","LBW242",0.202165983950293
"11","Nilotinib",0.292055790058404
"12","Nutlin-3",0.437636231736041
"13","Paclitaxel",0.194458334504016
"14","Panobinostat",0.470196100768567
"15","PD-0325901",0.219905764827655
"16","PD-0332991",0.521846669156671
"17","PF2341066",0.573996768184721
"18","PHA-665752",0.243981985050196
"19","PLX4720",0.389393450098471
"20","RAF265",0.557480188454885
"21","Sorafenib",0.311871546861202
"22","TAE684",0.550068341426524
"23","TKI258",0.782036671118362
"24","Topotecan",0.51004000068705
"25","X17-AAG",0.431052215490554
"26","ZD-6474",0.125722104887789
