"","drugs.i.","a"
"3","AEW541",0.478127240201018
"4","AZD0530",0.247802874046739
"5","AZD6244",0.304280050547785
"6","Erlotinib",0.364677051550066
"7","Irinotecan",0.645958496143486
"8","L-685458",0.319592269859114
"9","Lapatinib",0.28229285998408
"10","LBW242",0.487305578415553
"11","Nilotinib",0.612215994808346
"12","Nutlin-3",0.679984506298609
"13","Paclitaxel",0.612167000918406
"14","Panobinostat",0.413652706454208
"15","PD-0325901",0.368866246463285
"16","PD-0332991",0.300111754952552
"17","PF2341066",0.845843225348138
"18","PHA-665752",0.55582202740031
"19","PLX4720",0.308275370379244
"20","RAF265",0.479754106203694
"21","Sorafenib",0.268342169708942
"22","TAE684",0.669285898016456
"23","TKI258",0.555075378077522
"24","Topotecan",0.554485022316861
"25","X17-AAG",0.340434001903093
"26","ZD-6474",0.513650487779563
