"","Cp","AICc","GCV","BIC"
"(Intercept)",0.556680062924732,0.553319954025212,0.541888288533898,0.5055752473828
"hsa00532",0,0,0,0
"hsa00562",0,0,0,0
"hsa00565",0,0,0,0
"hsa01521",0,0,0,0
"hsa01524",0.0989784176882472,0.146896540537319,0.162607400487834,0.0369205208837112
"hsa03050",0,0,0,0
"hsa03450",0,0,0,0
"hsa03460",0,0,0,0
"hsa04010",0,0,0,0
"hsa04014",0,0,0,0
"hsa04015",0,0,0,0
"hsa04020",0,0,0,0
"hsa04022",0,0,0,0
"hsa04024",0,0,0,0
"hsa04060",0,0,0,0
"hsa04062",0,0,0,0
"hsa04066",0,0,0,0
"hsa04068",0,0,0,0
"hsa04070",0,0,0,0
"hsa04071",0,0,0,0
"hsa04072",0,0,0,0
"hsa04110",0,0,0,0
"hsa04114",0,0,0,0
"hsa04115",0,0,0,0
"hsa04120",0,0,0,0
"hsa04142",0,0,0,0
"hsa04144",0,0,0,0
"hsa04150",0,0,0,0
"hsa04151",0,0,0,0
"hsa04210",-0.760762602809342,-0.902872678053936,-0.941716098620792,-0.614862925558231
"hsa04218",0,0.0831911345961939,0.127867855027483,0
"hsa04260",0,0,0,0
"hsa04261",0,0,0,0
"hsa04270",0,0,0,0
"hsa04310",0,0,0,0
"hsa04370",0,0,0,0
"hsa04371",0,-0.0196731084672256,-0.0372383838843913,0
"hsa04380",0,0,0,0
"hsa04390",0,0,0,0
"hsa04510",0.190995941128721,0.240450247313836,0.256366575741229,0.128467508021105
"hsa04520",0,0,0,0
"hsa04550",0,0,0,0
"hsa04621",0,0,0,0
"hsa04622",0,0,0,0
"hsa04623",0,0,0,0
"hsa04625",0,0,0,0
"hsa04630",0,0,0,0
"hsa04650",0,0,0,0
"hsa04657",0,0,0,0
"hsa04658",0,0,0,0
"hsa04659",0,0,0,0
"hsa04660",0,0,0,0
"hsa04662",0,0,0,0
"hsa04664",0,0,0,0
"hsa04666",0,0,0,0
"hsa04722",0,0,0,0
"hsa04725",0,0,0,0
"hsa04728",-0.119568252432986,-0.119568252432986,-0.119568252432986,-0.117591917682027
"hsa04750",0,0,0,0
"hsa04810",0,0,0,0
"hsa04910",0,0,0,0
"hsa04914",0,0,0,0
"hsa04916",0,0,0,0
"hsa04919",0,0,0,0
"hsa04921",0,0,0,0
"hsa04926",0,0,0,0
"hsa04928",0,0,0,0
"hsa04931",0,0,0,0
"hsa04934",0.0533031099431184,0.128993526062346,0.147649614542437,0
"hsa04940",0,0,0,0
"hsa05016",0.134637578264958,0.167636984702448,0.177316810590778,0.0923983380249719
"hsa05142",0,0,0,0
"hsa05145",0,0,0,0
"hsa05152",0,0,0,0
"hsa05160",0,0,0,0
"hsa05161",0,0,0,0
"hsa05162",0,0,0,0
"hsa05164",0,0,0,0
"hsa05165",0,0,0,0
"hsa05166",0,0,0,0
"hsa05167",0,0,0,0
"hsa05168",0,0,0,0
"hsa05203",0,0,0,0
"hsa05205",0,0,0,0
"hsa05206",0,0,0,0
"hsa05211",0,0,0,0
"hsa05212",0,0.0398343003978659,0.0613448226127135,0
"hsa05213",0,0,0,0
"hsa05214",0,0,0,0
"hsa05215",0,0,0,0
"hsa05218",0,0,0,0
"hsa05220",0,0,0,0
"hsa05222",0,0,0,0
"hsa05223",0.070457088385957,0.0915942149017442,0.0993444946241994,0.0479108201024508
"hsa05224",0,0,0,0
"hsa05225",0,0,0,0
"hsa05226",0,0,0,0
"hsa05340",0.0206811258253177,0.0348313698110615,0.0380968107308485,0
"hsa05410",0,0,0,0
"hsa05412",0,0,0,0
"hsa05414",0,0,0,0
"hsa05418",0,0,0,0
"hsa00280",0,0,0,0
"hsa00330",0,0,0,0
"hsa00480",0,0,0,0
"hsa00531",-0.0875501679304305,-0.112243805039013,-0.118016343583877,-0.0663841932659311
"hsa00563",-0.082782387491728,-0.134268994346339,-0.152945508597521,-0.0247337621164309
"hsa00601",0,0,0,0
"hsa00830",0,0,0,0
"hsa01522",0,0,0,0
"hsa01523",0,0,0,0
"hsa03022",0,0,0,0
"hsa04012",0,0,0,0
"hsa04140",0,0,0,0
"hsa04217",0,0,0,0
"hsa04340",0,0,0,0
"hsa04360",0,0,0,0
"hsa04514",0,0,0,0
"hsa04611",0,0,0,0
"hsa04620",0,0,0,0
"hsa04668",0,0,0,0
"hsa04713",-0.1476221326491,-0.149372592720038,-0.149372592720038,-0.138286345604098
"hsa04723",0,0,0,0
"hsa04726",-0.0848386437327833,-0.0848386437327833,-0.0848386437327833,-0.0848386437327833
"hsa04912",0,0,0,0
"hsa04915",0,0,0,0
"hsa04917",0,0,0,0
"hsa04925",0,0,0,0
"hsa04933",0,0,0,0
"hsa04970",0,0,0,0
"hsa05014",0,0,0,0
"hsa05020",0,0.0483991294416521,0.0651188287033137,0
"hsa05032",0,0,0,0
"hsa05130",0,0,0,0
