"","Cp","AICc","GCV","BIC"
"(Intercept)",0.557956802590304,0.536095350126593,0.522467848414826,0.520071124811244
"hsa00532",0,0,0,0
"hsa00562",0,0,0,0
"hsa00565",0,0,0,0
"hsa01521",0,0,0,0
"hsa01524",0.0950342256832057,0.147656482879692,0.164150026180083,0.0486952230773451
"hsa03050",0,0,0,0
"hsa03450",0,0,0,0
"hsa03460",0,0,0,0
"hsa04010",0,0,0,0
"hsa04014",0,0,0,0
"hsa04015",0,0,0,0
"hsa04020",0,0,0,0
"hsa04022",0,0,0,0
"hsa04024",0,0,0,0
"hsa04060",0,0,0,0
"hsa04062",0,0,0,0
"hsa04066",0,0,0,0
"hsa04068",0,0,0,0
"hsa04070",0,0,0,0
"hsa04071",0,0,0,0
"hsa04072",0,0,0,0
"hsa04110",0,0,0,0
"hsa04114",0,0,0,0
"hsa04115",0,0,0,0
"hsa04120",0,0,0,0
"hsa04142",0,0,0,0
"hsa04144",0,0,0,0
"hsa04150",0,0,0,0
"hsa04151",0,0,0,0
"hsa04210",-0.771050323757127,-0.914083000522884,-0.955761396401647,-0.660223680170414
"hsa04218",0,0.075475165892163,0.123224760640266,0
"hsa04260",0,0,0,0
"hsa04261",0,0,0,0
"hsa04270",0,0,0,0
"hsa04310",0,0,0,0
"hsa04370",0,0,0,0
"hsa04371",0,-0.0273970795499222,-0.0456617992498704,0
"hsa04380",0,0,0,0
"hsa04390",0,0,0,0
"hsa04510",0.188121123216419,0.246660324700683,0.260868868750261,0.139243731685869
"hsa04520",0,0,0,0
"hsa04550",0,0,0,0
"hsa04621",0,0,0,0
"hsa04622",0,0,0,0
"hsa04623",0,0,0,0
"hsa04625",0,0,0,0
"hsa04630",0,0,0,0
"hsa04650",0,0,0,0
"hsa04657",0,0,0,0
"hsa04658",0,0,0,0
"hsa04659",0,0,0,0
"hsa04660",0,0,0,0
"hsa04662",0,0,0,0
"hsa04664",0,0,0,0
"hsa04666",0,0,0,0
"hsa04722",0,0,0,0
"hsa04725",0,0,0,0
"hsa04728",-0.144247427226285,-0.144247427226285,-0.144247427226285,-0.144247427226285
"hsa04750",0,0,0,0
"hsa04810",0,0,0,0
"hsa04910",0,0,0,0
"hsa04914",0,0,0,0
"hsa04916",0,0,0,0
"hsa04919",0,0,0,0
"hsa04921",0,0,0,0
"hsa04926",0,0,0,0
"hsa04928",0,0,0,0
"hsa04931",0,0,0,0
"hsa04934",0.0223834253417424,0.103923046229518,0.125240594174034,0
"hsa04940",0,0,0,0
"hsa05016",0.132854575618563,0.170687335562922,0.182565062522197,0.0985411421806559
"hsa05142",0,0,0,0
"hsa05145",0,0,0,0
"hsa05152",0,0,0,0
"hsa05160",0,0,0,0
"hsa05161",0,0,0,0
"hsa05162",0,0,0,0
"hsa05164",0,0,0,0
"hsa05165",0,0,0,0
"hsa05166",0,0,0,0
"hsa05167",0,0,0,0
"hsa05168",0,0,0,0
"hsa05203",0,0,0,0
"hsa05205",0,0,0,0
"hsa05206",0,0,0,0
"hsa05211",0,0,0,0
"hsa05212",0,0.0756720507490332,0.0963822962171897,0
"hsa05213",0,0,0,0
"hsa05214",0,0,0,0
"hsa05215",0,0,0,0
"hsa05218",0,0,0,0
"hsa05220",0,0,0,0
"hsa05222",0,0,0,0
"hsa05223",0.110598453225493,0.128209671891973,0.131731915625269,0.0965094782923094
"hsa05224",0,0,0,0
"hsa05225",0,0,0,0
"hsa05226",0,0,0,0
"hsa05340",0.027207290469633,0.0424433731326274,0.0457082479889834,0.009069096823211
"hsa05410",0,0,0,0
"hsa05412",0,0,0,0
"hsa05414",0,0,0,0
"hsa05418",0,0,0,0
"hsa00280",0,0,0,0
"hsa00330",0,0,0,0
"hsa00480",0,0,0,0
"hsa00531",-0.0971542209233874,-0.12248485938196,-0.128256397258597,-0.0840079402043812
"hsa00563",-0.0640947605021898,-0.120114590547411,-0.139292550382712,-0.0181685935281798
"hsa00601",0,0,0,0
"hsa00830",0,0,0,0
"hsa01522",0,0,0,0
"hsa01523",0,0,0,0
"hsa03022",0,0,0,0
"hsa04012",0,0,0,0
"hsa04140",0,0,0,0
"hsa04217",0,0,0,0
"hsa04340",0,0,0,0
"hsa04360",0,0,0,0
"hsa04514",0,0,0,0
"hsa04611",0,0,0,0
"hsa04620",0,0,0,0
"hsa04668",0,0,0,0
"hsa04713",-0.154013783359742,-0.159847638790036,-0.161597795419124,-0.148763313472478
"hsa04723",0,0,0,0
"hsa04726",-0.0314162729531259,-0.0314162729531259,-0.0314162729531259,-0.0314162729531259
"hsa04912",0,0,0,0
"hsa04915",0,0,0,0
"hsa04917",0,0,0,0
"hsa04925",0,0,0,0
"hsa04933",0,0,0,0
"hsa04970",0,0,0,0
"hsa05014",0,0,0,0
"hsa05020",0,0.0426718338907305,0.0602684664229905,0
"hsa05032",0,0,0,0
"hsa05130",0,0,0,0
"hsa05169",-0.203695303842094,-0.225136914772841,-0.230215191045912,-0.181689439992117
"hsa05202",-0.012976712540838,-0.0194650688112569,-0.0229255254888137,0
"hsa05210",0,0,0,0
"hsa05217",0,0,0,0
"hsa05219",-0.153811882121658,-0.170499020276366,-0.179930880972506,-0.139664091077449
"hsa05230",0,0,0,0
"hsa00072",0,0,0,0
"hsa00230",-0.021595117329164,-0.0229662358897458,-0.0229662358897458,-0.0150823041664002
"hsa00270",0,0,0,0
"hsa00340",0,0,0,0
"hsa00410",0,0,0,0
"hsa00510",0,0,0,0
"hsa00650",0,0,0,0
"hsa00770",0,0.011718330234312,0.0433578218669544,0
"hsa00790",0,0,0,0
"hsa00900",0,0,0,0
"hsa00970",0,0,0,0
"hsa01210",0,0,0,0
"hsa03440",0,0,0,0
"hsa04130",0,0,0,0
"hsa04152",0,0,0,0
"hsa04211",0,0,0,0
"hsa04213",0,0,0,0
"hsa04350",0,0,0,0
"hsa04540",0,0,0,0
