"","Cp","AICc","GCV","BIC"
"(Intercept)",0.573965060038343,0.585787606755638,0.583251003234693,0.506852262094154
"hsa00532",0,0,0,0
"hsa00562",0,0,0,0
"hsa00565",0,0,0,0
"hsa01521",0,0,0,0
"hsa01524",0.100418071041393,0.183440885681915,0.190557126936816,0.0434881410021781
"hsa03050",0,0,0,0
"hsa03450",0,0,0,0
"hsa03460",0,0,0,0
"hsa04010",0,0,0,0
"hsa04014",0,0,0,0
"hsa04015",0,0,0,0
"hsa04020",0,0,0,0
"hsa04022",0,0,0,0
"hsa04024",0,0,0,0
"hsa04060",0,0,0,0
"hsa04062",0,0,0,0
"hsa04066",0,0,0,0
"hsa04068",0,0,0,0
"hsa04070",0,0,0,0
"hsa04071",0,-0.0118198409831172,-0.0160749837370394,0
"hsa04072",0,0,0,0
"hsa04110",0,0,0,0
"hsa04114",0,0,0,0
"hsa04115",0,0,0,0
"hsa04120",0,0,0,0
"hsa04142",0,0,0,0
"hsa04144",0,0,0,0
"hsa04150",0,0,0,0
"hsa04151",0,0,0,0
"hsa04210",-0.734281400538222,-0.989849472413862,-1.01273616541765,-0.615079874476823
"hsa04218",0,0.209341459743339,0.235702976896204,0
"hsa04260",0,0,0,0
"hsa04261",0,0,0,0
"hsa04270",0,0,0,0
"hsa04310",0,0,0,0
"hsa04370",0,0,0,0
"hsa04371",0,-0.0509196774087967,-0.0622351612774182,0
"hsa04380",0,0,0,0
"hsa04390",0,0,0,0
"hsa04510",0.192820388556921,0.277501152670939,0.287227997197549,0.135031488722355
"hsa04520",0,0,0,0
"hsa04550",0,0,0,0
"hsa04621",0,0,0,0
"hsa04622",0,0,0,0
"hsa04623",0,0,0,0
"hsa04625",0,0,0,0
"hsa04630",0,0,0,0
"hsa04650",0,0,0,0
"hsa04657",0,0,0,0
"hsa04658",0,0,0,0
"hsa04659",0,0,0,0
"hsa04660",0,0,0,0
"hsa04662",0,0,0,0
"hsa04664",0,0,0,0
"hsa04666",0,0,0,0
"hsa04722",0,0,0,0
"hsa04725",0,0,0,0
"hsa04728",-0.0785770635140691,-0.0785770635140691,-0.0785770635140691,-0.0676359534045152
"hsa04750",0,0,0,0
"hsa04810",0,0,0,0
"hsa04910",0,0,0,0
"hsa04914",0,0,0,0
"hsa04916",0,0,0,0
"hsa04919",0,0,0,0
"hsa04921",0,0,0,0
"hsa04926",0,0,0,0
"hsa04928",0,0,0,0
"hsa04931",0,0,0,0
"hsa04934",0.12125486702709,0.223731325443789,0.232315740808539,0.0697483748385918
"hsa04940",0,0,0,0
"hsa05016",0.131091570982389,0.178479402384806,0.182022417816763,0.105404709100705
"hsa05142",0,0,0,0
"hsa05145",0,0,0,0
"hsa05152",0,0,0,0
"hsa05160",0,0,0,0
"hsa05161",0,0,0,0
"hsa05162",0,0,0,0
"hsa05164",0,0,0,0
"hsa05165",0,0,0,0
"hsa05166",0,0,0,0
"hsa05167",0,0,0,0
"hsa05168",0,0,0,0
"hsa05203",0,0,0,0
"hsa05205",0,0,0,0
"hsa05206",0,0,0,0
"hsa05211",0,0,0,0
"hsa05212",0,0.0248591958402537,0.0384916580752315,0
"hsa05213",0,0,0,0
"hsa05214",0,0,0,0
"hsa05215",0,0,0,0
"hsa05218",0,0,0,0
"hsa05220",0,0,0,0
"hsa05222",0,0,0,0
"hsa05223",0,0.0482249512111181,0.0524800939650403,0
"hsa05224",0,0,0,0
"hsa05225",0,0,0,0
"hsa05226",0,0,0,0
"hsa05340",0.00255643970035124,0.0295816593897786,0.0314076877471723,0
"hsa05410",0,0,0,0
"hsa05412",0,0,0,0
"hsa05414",0,0,0,0
"hsa05418",0,0,0,0
"hsa00280",0,0,0,0
"hsa00330",0,0,0,0
"hsa00480",0,0,0,0
"hsa00531",-0.0684334428100584,-0.109751747902923,-0.113948138263917,-0.0468058924880118
"hsa00563",-0.130576617683834,-0.234733063696229,-0.247435069307497,-0.0833251568099176
"hsa00601",0,0,0,0
"hsa00830",0,0,0,0
"hsa01522",0,0,0,0
"hsa01523",0,0,0,0
"hsa03022",0,0,0,0
"hsa04012",0,0,0,0
"hsa04140",0,0,0,0
"hsa04217",0,0.0555990616642232,0.0662911889073431,0
"hsa04340",0,0,0,0
"hsa04360",0,0,0,0
"hsa04514",0,0,0,0
"hsa04611",0,0,0,0
"hsa04620",0,0,0,0
"hsa04668",0,0,0,0
"hsa04713",-0.134494532106966,-0.135669156841525,-0.137431093943363,-0.130383345536011
"hsa04723",0,0,0,0
"hsa04726",-0.170789790117645,-0.170789790117645,-0.170789790117645,-0.170789790117645
"hsa04912",0,0,0,0
"hsa04915",0,0,0,0
"hsa04917",0,-0.0153386382021074,-0.0219123402887249,0
"hsa04925",0,0,0,0
"hsa04933",0,0,0,0
"hsa04970",0,0,0,0
"hsa05014",0,0,0,0
"hsa05020",0.0172722002307878,0.0983186782367921,0.106733339887689,0
"hsa05032",0,0,0,0
"hsa05130",0,0,0,0
"hsa05169",-0.160190370705216,-0.208474702300759,-0.211883008060445,-0.132923924627733
"hsa05202",-0.0256926514162468,-0.0287409320927506,-0.0287409320927506,-0.0169832780548072
"hsa05210",-0.0400517127566306,-0.0925003842236471,-0.0982220574745943,-0.0119201526061401
"hsa05217",0,0,0,0
"hsa05219",-0.193193800212256,-0.212914906472108,-0.216566963186896,-0.181872424396415
"hsa05230",0,0,0,0
"hsa00072",0,0,0,0
"hsa00230",-0.0455514738229472,-0.0455514738229472,-0.0455514738229472,-0.0434809522855405
"hsa00270",0,0,0,0
"hsa00340",0,0,0,0
"hsa00410",0,0,0,0
"hsa00510",0,0,0,0
"hsa00650",0,0,0,0
"hsa00770",0,0.0637049201932232,0.0814007313580075,0
"hsa00790",0,0,0,0
"hsa00900",0,0,0,0
"hsa00970",0,0,0,0
"hsa01210",0,0,0,0
"hsa03440",0,0,0,0
"hsa04130",0,0,0,0
"hsa04152",0,0,0,0
"hsa04211",0,0,0,0
"hsa04213",0,0,0,0
"hsa04350",0,0,0,0
"hsa04540",0,0,0,0
"hsa04612",0,0,0,0
"hsa04614",0,0,0,0
"hsa04640",0,0,0,0
"hsa04670",0,0,0,0
"hsa04672",0,0,0,0
"hsa04720",-0.132993294517661,-0.156880439649473,-0.160108432234853,-0.106523755317544
"hsa04721",0,0,0,0
"hsa04724",-0.0455514738229472,-0.0455514738229472,-0.0455514738229472,-0.0431358653626394
"hsa04727",0,0,0,0
"hsa04730",0,0,0,0
"hsa04913",0,0,0,0
"hsa04918",0,0,0,0
"hsa04923",0,0,0,0
"hsa04930",0,0,0,0
"hsa04960",0,0,0,0
"hsa04961",0,0,0,0
"hsa04973",0,0,0,0
"hsa05100",0,0,0,0
"hsa05140",0,0,0,0
"hsa05146",0,0,0,0
"hsa05150",0,0,0,0
"hsa05216",0,0,0,0
"hsa05221",0,0,0,0
"hsa05231",0,0,0,0
"hsa05310",0,0,0,0
"hsa05320",0,0,0,0
"hsa05321",0,0,0,0
"hsa05323",0,0,0,0
"hsa05330",0,0,0,0
"hsa05332",0,0,0,0
"hsa05416",0,0,0,0
"hsa00240",-0.164893019222897,-0.247339528834345,-0.25818775378322,-0.117160829447849
"hsa00564",0,0,0,0
"hsa01230",0,0,0,0
"hsa03015",0,0,0,0
"hsa03020",0,0,0,0
"hsa04136",0,0,0,0
"hsa04330",0,0,0,0
"hsa04392",0,0,0,0
"hsa04512",0,0,0,0
"hsa00030",0,0,0,0
"hsa00140",0,0,0,0
"hsa00604",0,0,0,0
"hsa03013",0,0,0,0
"hsa03018",0,0,0,0
