"","Cp","AICc","GCV","BIC"
"(Intercept)",1.43451041499867,1.74928184136773,1.79266981791546,1.29673515197934
"hsa00532",0,0,0,0
"hsa00562",0,0,0,0
"hsa00565",0,0,0,0
"hsa01521",0,0,0,0
"hsa01524",0,0,0,0
"hsa03050",0,0,0,0
"hsa03450",0,0,0,0
"hsa03460",0,0,0,0
"hsa04010",0,0,0,0
"hsa04014",0,0,0,0
"hsa04015",0,0,0,0
"hsa04020",0,0,0,0
"hsa04022",0,0,0,0
"hsa04024",0,0,0,0
"hsa04060",0,0,0,0
"hsa04062",0,0,0,0
"hsa04066",0,0,0,0
"hsa04068",0,0.0203225818997694,0.0371412703685441,0
"hsa04070",0,0,0,0
"hsa04071",-0.199777912954055,-0.229796355833162,-0.238077305592916,-0.187874047674409
"hsa04072",0,0,0,0
"hsa04110",0,0,0,0
"hsa04114",0,0,0,0
"hsa04115",0,0,0,0
"hsa04120",0,0,0,0
"hsa04142",0,0,0,0
"hsa04144",0,0,0,0
"hsa04150",0,0,0,0
"hsa04151",0,0,0,0
"hsa04210",-0.222048889765724,-0.300497299922479,-0.313793640627014,-0.192132123180521
"hsa04218",0,0,0,0
"hsa04260",0,0,0,0
"hsa04261",0,0,0,0
"hsa04270",0,0,0,0
"hsa04310",0,0,0,0
"hsa04370",0,0,0,0
"hsa04371",-0.44683938845293,-0.546850668414674,-0.564283827307087,-0.401880189204072
"hsa04380",-0.306008661292543,-0.356168496861946,-0.363911290271988,-0.284800140212862
"hsa04390",0,0,0,0
"hsa04510",0,0,0,0
"hsa04520",0,0,0,0
"hsa04550",0,0,0,0
"hsa04621",0,0,0,0
"hsa04622",0,0,0,0
"hsa04623",0,0,0,0
"hsa04625",0,0,0,0
"hsa04630",0,0,0,0
"hsa04650",0,0,0,0
"hsa04657",0,0,0,0
"hsa04658",0,0,0,0
"hsa04659",0,0,0,0
"hsa04660",0,0,0,0
"hsa04662",0,0,0,0
"hsa04664",0,0,0,0
"hsa04666",0,0,0,0
"hsa04722",0,0,0,0
"hsa04725",0,0,0,0
"hsa04728",-0.0481330204785674,-0.131977636796071,-0.144399061435702,-0.00776339039976894
"hsa04750",0,0,0,0
"hsa04810",0,0,0,0
"hsa04910",0,0,0,0
"hsa04914",0,0,0,0
"hsa04916",0,0,0,0
"hsa04919",0,0,0,0
"hsa04921",0,0,0,0
"hsa04926",0,0,0,0
"hsa04928",0,0,0,0
"hsa04931",0,0,0,0
"hsa04934",0,0,0,0
"hsa04940",0,0,0,0
"hsa05016",0.0898837321948397,0.100992957522292,0.10368610305622,0.0844974411269841
"hsa05142",-0.017433158892414,-0.0789079823551367,-0.0885420964798917,0
"hsa05145",0,0,0,0
"hsa05152",0,0,0,0
"hsa05160",0,0,0,0
"hsa05161",0,0,0,0
"hsa05162",0,0,0,0
"hsa05164",0,0,0,0
"hsa05165",0,0,0,0
"hsa05166",0,0,0,0
"hsa05167",0,0,0,0
"hsa05168",0,0,0,0
"hsa05203",0,0,0,0
"hsa05205",0,0,0,0
"hsa05206",0,0,0,0
"hsa05211",0,0,0,0
"hsa05212",0,0,0,0
"hsa05213",0,0,0,0
"hsa05214",0,0,0,0
"hsa05215",0,0,0,0
"hsa05218",0,0,0,0
"hsa05220",0,0,0,0
"hsa05222",0,0,0,0
"hsa05223",0,0.012540033212864,0.0221862126073747,0
"hsa05224",0,0,0,0
"hsa05225",0,0,0,0
"hsa05226",0,0,0,0
"hsa05340",0,0,0,0
"hsa05410",0,0,0,0
"hsa05412",0,0,0,0
"hsa05414",0,0,0,0
"hsa05418",0,0,0,0
"hsa00280",0,0,0,0
"hsa00330",0,0,0,0
"hsa00480",0,0,0,0
"hsa00531",-0.0678002761579817,-0.111016482716696,-0.117485974716504,-0.0491681391985364
"hsa00563",0,0,0,0
"hsa00601",0,0,0,0
"hsa00830",0,0,0,0
"hsa01522",0,0,0,0
"hsa01523",0,0,0,0
"hsa03022",0,0,0,0
"hsa04012",0,0,0,0
"hsa04140",0,0,0,0
"hsa04217",0,0,0,0
"hsa04340",0,0,0,0
"hsa04360",-0.0898837321948397,-0.100992957522292,-0.10368610305622,-0.0844974411269841
"hsa04514",0,0,0,0
"hsa04611",0,0,0,0
"hsa04620",0,0,0,0
"hsa04668",0,0,0,0
"hsa04713",-0.496083008899753,-0.545862964810107,-0.554445715829133,-0.475484406454089
"hsa04723",0,0,0,0
"hsa04726",0,0,0,0
"hsa04912",0,0,0,0
"hsa04915",0,0,0,0
"hsa04917",-0.269651196584519,-0.302978872566876,-0.311058309168659,-0.253492323380952
"hsa04925",0,0,0,0
"hsa04933",0,0,0,0
"hsa04970",0,0,0,0
"hsa05014",0,0,0,0
"hsa05020",0,0,0,0
"hsa05032",0,0,0,0
"hsa05130",0,0,0,0
"hsa05169",-0.0510834964422649,-0.0981760947249776,-0.103364262332395,-0.0311290056445052
"hsa05202",-0.307236593292099,-0.345957812941396,-0.351024140745977,-0.288780684861125
"hsa05210",0,0,0,0
"hsa05217",0,0,0,0
"hsa05219",-0.10014773615702,-0.114898177916581,-0.119038652796458,-0.0939370238372043
"hsa05230",0,0,0,0
"hsa00072",0,0,0,0
"hsa00230",0,0,0,0
"hsa00270",0,0,0,0
"hsa00340",0,0,0,0
"hsa00410",0,0,0,0
"hsa00510",0,0,0,0
"hsa00650",0,0,0,0
"hsa00770",0,0,0,0
"hsa00790",0,0,0,0
"hsa00900",0,0,0,0
"hsa00970",0,0,0,0
"hsa01210",0,0,0,0
"hsa03440",0,0,0,0
"hsa04130",0,0,0,0
"hsa04152",0,0,0,0
"hsa04211",0,0,0,0
"hsa04213",0,0,0,0
"hsa04350",0,0,0,0
"hsa04540",0,0,0,0
"hsa04612",0,0,0,0
"hsa04614",0,0,0,0
"hsa04640",0,0,0,0
"hsa04670",0,0,0,0
"hsa04672",0,0,0,0
"hsa04720",0,0,0,0
"hsa04721",0,0,0,0
"hsa04724",0,0,0,0
"hsa04727",0,0,0,0
"hsa04730",0,0,0,0
"hsa04913",0,0,0,0
"hsa04918",0,0,0,0
"hsa04923",0,0,0,0
"hsa04930",0,0,0,0
"hsa04960",0,0,0,0
"hsa04961",0,0,0,0
"hsa04973",0,0,0,0
"hsa05100",0,0,0,0
"hsa05140",0,0,0,0
"hsa05146",0,0,0,0
"hsa05150",0,0,0,0
"hsa05216",0,0,0,0
"hsa05221",0,0,0,0
"hsa05231",0,0,0,0
"hsa05310",0,0,0,0
"hsa05320",0,0,0,0
"hsa05321",0,0,0,0
"hsa05323",0,0,0,0
"hsa05330",0,0,0,0
"hsa05332",0,0,0,0
"hsa05416",0,0,0,0
"hsa00240",0,0,0,0
"hsa00564",0,0,0,0
"hsa01230",0,0,0,0
"hsa03015",0,0,0,0
"hsa03020",0,0,0,0
"hsa04136",0,0,0,0
"hsa04330",0,0,0,0
"hsa04392",0,0,0,0
"hsa04512",0,0,0,0
"hsa00030",0,0,0,0
