"","Cp","AICc","GCV","BIC"
"(Intercept)",0.565931000620351,0.55917018764917,0.549265833764798,0.52211121300912
"hsa00532",0,0,0,0
"hsa00562",0,0,0,0
"hsa00565",0,0,0,0
"hsa01521",0,0,0,0
"hsa01524",0.103833483958939,0.153390374030251,0.168336102781916,0.0479836554658732
"hsa03050",0,0,0,0
"hsa03450",0,0,0,0
"hsa03460",0,0,0,0
"hsa04010",0,0,0,0
"hsa04014",0,0,0,0
"hsa04015",0,0,0,0
"hsa04020",0,0,0,0
"hsa04022",0,0,0,0
"hsa04024",0,0,0,0
"hsa04060",0,0,0,0
"hsa04062",0,0,0,0
"hsa04066",0,0,0,0
"hsa04068",0,0,0,0
"hsa04070",0,0,0,0
"hsa04071",0,0,0,0
"hsa04072",0,0,0,0
"hsa04110",0,0,0,0
"hsa04114",0,0,0,0
"hsa04115",0,0,0,0
"hsa04120",0,0,0,0
"hsa04142",0,0,0,0
"hsa04144",0,0,0,0
"hsa04150",0,0,0,0
"hsa04151",0,0,0,0
"hsa04210",-0.784267753057062,-0.931198694627355,-0.969362575554704,-0.651648266834522
"hsa04218",0,0.0958635057121814,0.13761051626426,0
"hsa04260",0,0,0,0
"hsa04261",0,0,0,0
"hsa04270",0,0,0,0
"hsa04310",0,0,0,0
"hsa04370",0,0,0,0
"hsa04371",0,-0.0318486348917037,-0.0488345735006123,0
"hsa04380",0,0,0,0
"hsa04390",0,0,0,0
"hsa04510",0.201118895367921,0.250827258711699,0.263397189672195,0.142268764052876
"hsa04520",0,0,0,0
"hsa04550",0,0,0,0
"hsa04621",0,0,0,0
"hsa04622",0,0,0,0
"hsa04623",0,0,0,0
"hsa04625",0,0,0,0
"hsa04630",0,0,0,0
"hsa04650",0,0,0,0
"hsa04657",0,0,0,0
"hsa04658",0,0,0,0
"hsa04659",0,0,0,0
"hsa04660",0,0,0,0
"hsa04662",0,0,0,0
"hsa04664",0,0,0,0
"hsa04666",0,0,0,0
"hsa04722",0,0,0,0
"hsa04725",0,0,0,0
"hsa04728",-0.136048626334714,-0.136048626334714,-0.136048626334714,-0.136048626334714
"hsa04750",0,0,0,0
"hsa04810",0,0,0,0
"hsa04910",0,0,0,0
"hsa04914",0,0,0,0
"hsa04916",0,0,0,0
"hsa04919",0,0,0,0
"hsa04921",0,0,0,0
"hsa04926",0,0,0,0
"hsa04928",0,0,0,0
"hsa04931",0,0,0,0
"hsa04934",0.03577709467034,0.111014220227084,0.129428901307406,0
"hsa04940",0,0,0,0
"hsa05016",0.137703719112509,0.172571006964715,0.182722242668522,0.0975401343713602
"hsa05142",0,0,0,0
"hsa05145",0,0,0,0
"hsa05152",0,0,0,0
"hsa05160",0,0,0,0
"hsa05161",0,0,0,0
"hsa05162",0,0,0,0
"hsa05164",0,0,0,0
"hsa05165",0,0,0,0
"hsa05166",0,0,0,0
"hsa05167",0,0,0,0
"hsa05168",0,0,0,0
"hsa05203",0,0,0,0
"hsa05205",0,0,0,0
"hsa05206",0,0,0,0
"hsa05211",0,0,0,0
"hsa05212",0,0.0473520370636853,0.0655036512714313,0
"hsa05213",0,0,0,0
"hsa05214",0,0,0,0
"hsa05215",0,0,0,0
"hsa05218",0,0,0,0
"hsa05220",0,0,0,0
"hsa05222",0,0,0,0
"hsa05223",0.0768424194743107,0.0964023080677716,0.098498010417071,0.0593782332301492
"hsa05224",0,0,0,0
"hsa05225",0,0,0,0
"hsa05226",0,0,0,0
"hsa05340",0.0250202735168705,0.0395247799034621,0.0420630685211156,0.00471396457564227
"hsa05410",0,0,0,0
"hsa05412",0,0,0,0
"hsa05414",0,0,0,0
"hsa05418",0,0,0,0
"hsa00280",0,0,0,0
"hsa00330",0,0,0,0
"hsa00480",0,0,0,0
"hsa00531",-0.0874588937918449,-0.110675254689316,-0.115763772146297,-0.0706031797155984
"hsa00563",-0.0800300548160732,-0.13422762358392,-0.151955800283683,-0.0263390053825051
"hsa00601",0,0,0,0
"hsa00830",0,0,0,0
"hsa01522",0,0,0,0
"hsa01523",0,0,0,0
"hsa03022",0,0,0,0
"hsa04012",0,0,0,0
"hsa04140",0,0,0,0
