"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"27","X1240123","X221",0.0113047076165327,0.357477034244647
"110","X1240136","X221",1.41366085789647,0.733711885924813
"132","X1240139","X221",0.84227080357706,0.470090375756623
"313","X1240161","X221",0.499454094426433,0.252937078644797
"344","X1240167","X221",0.628840504721087,0.595340074868998
"547","X1240193","X221",0.45190434520084,0.251575405913106
"849","X1290767","X221",1.55348571663856,0.966417968864417
"861","X1290768","X221",1.43714448483596,0.755803940489321
"1474","X1298538","X221",0.785670919857922,0.690526548523552
"1511","X1299059","X221",1.4600511514759,0.65268809629191
"1632","X1303900","X221",0.292468962514336,0.545684266488033
"1937","X1330991","X221",0.176354006243827,0.143256402669927
"2099","X1331048","X221",0.109846040956611,0.0625974585978013
"2167","X1479994","X221",0.627686728225345,0.539233374409877
"2179","X1480358","X221",0.919123151071306,0.898512505484853
"2192","X1480360","X221",1.04167500496972,0.845869734101851
"2234","X1480374","X221",1.18875768124027,0.863910341142441
"2514","X684072","X221",0.712931470742101,0.205247493850492
"2657","X687588","X221",1.42715051396951,0.953819323687559
"2873","X687983","X221",1.0344421690522,0.60302220903883
"3608","X753562","X221",0.934379617814447,0.644939780912801
"3686","X753572","X221",0.643436508809158,0.539866887855608
"3743","X753579","X221",0.716098578114842,0.631461793417461
"4155","X905945","X221",1.20630294536816,0.546408274042189
"4368","X905970","X221",1.9258428574185,1.02499818896445
"4409","X905973","X221",1.25143656526185,0.725230971140658
"4517","X905984","X221",0.853321569377007,0.579922984060352
"4555","X905989","X221",0.643451942648664,0.428182435719839
"4836","X906823","X221",1.34500139247334,0.856012518398591
"4924","X906833","X221",0.827841501213472,0.42150179597985
"5153","X906856","X221",0.166722943065853,-0.206816977119878
"5258","X906872","X221",0.951894169451561,0.414460802459622
"5492","X907062","X221",1.33455410938137,0.657523024225983
"5515","X907065","X221",1.28928508036237,0.831869125406978
"5678","X907269","X221",0.901888211684803,0.355785961322038
"5874","X907295","X221",1.26827867519011,0.847619294196347
"5886","X907298","X221",0.847828434222854,0.393038571500585
"6595","X908459","X221",1.55028340740109,0.805035336200105
"6631","X908465","X221",0.0902466794802662,0.351728933729484
"6642","X908467","X221",0.34771483257457,0.491040497098582
"6714","X908475","X221",0.858396331828355,0.572379891159941
"6808","X909252","X221",0.251157602993824,-0.143850009177684
"6947","X909703","X221",0.310622778832556,-0.116678045524007
"7009","X909711","X221",1.00766342292055,0.7245402898694
"7395","X909761","X221",0.826605316069775,0.588717104737549
"7406","X909769","X221",1.1364139900652,0.722580555516738
"7480","X909778","X221",0.999602894244488,0.670669086307789
"7561","X909974","X221",1.7504079371581,0.864025481893773
"7708","X910566","X221",0.249500654509504,-0.0104075530090942
"8259","X924100","X221",0.984204766507132,0.555098438775576
"8405","X924239","X221",0.330245352034967,0.195299086563528
"8887","X949160","X221",0.365007494594726,0.191901025111158
"8955","X949166","X221",0.0778780034558939,0.26546968142813
"9012","X949173","X221",1.36273305984169,0.448430998489398
