"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"1054","X1295741","X37",-0.027531233276247,-0.0657609601819494
"1104","X1297447","X37",0.11084764430267,0.108823000695932
"1764","X1327775","X37",-0.460927228806079,-0.310002661474534
"1964","X1331025","X37",0.480132697249436,0.263803273232509
"3050","X688087","X37",0.194403151792228,0.125705656025296
"3494","X753547","X37",0.318656352790116,0.110062292432429
"3585","X753559","X37",0.24633817691912,0.208764856570945
"3780","X753583","X37",0.666417669497045,0.249622629253981
"3829","X753589","X37",0.564972228503732,0.461761522723427
"3853","X753594","X37",0.0853448706223129,0.115095225121391
"4224","X905955","X37",0.303905393248999,0.274372862651579
"4785","X906813","X37",0.209825477809432,0.198672773607796
"5053","X906846","X37",0.316609745121499,0.118760368063061
"5248","X906871","X37",-0.48345522137181,-0.0828043823022023
"5795","X907281","X37",-0.179800614445276,-0.0752053616130196
"6301","X908141","X37",0.0921658517429149,-0.143249677618004
"7249","X909740","X37",0.29143400478254,0.113300023756689
"7472","X909777","X37",0.442533211232287,0.155476422102843
"8619","X946354","X37",0.068430465146112,-0.0433587387685826
"8645","X946356","X37",0.31083222013606,-0.101009102788374
"9045","X949176","X37",0.158935065339552,-0.119639744946236
