"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"45","X1240127","X1026",-0.59268533656285,-0.149061899900826
"125","X1240139","X1026",-0.926754114443666,-0.482080269003099
"430","X1240182","X1026",0.365469471496721,0.339188008572935
"674","X1240215","X1026",-2.16169395753588,-0.652587549454413
"682","X1240216","X1026",-0.858772078922675,-0.30077904618504
"880","X1290771","X1026",-0.69961139419266,-0.459893381664869
"1300","X1298350","X1026",-1.01280108037357,-0.212394799224083
"1402","X1298475","X1026",-1.82534114876612,-0.594277886691203
"1641","X1303912","X1026",0.155297283133719,-0.360080627507807
"1840","X1330950","X1026",-0.405254077499336,-0.32112554777197
"1942","X1330994","X1026",-0.53381076650351,-0.41792050989595
"2092","X1331048","X1026",0.175305839037232,-0.100081163665235
"2251","X1503362","X1026",-0.699900354686974,-0.627715660110361
"2583","X687505","X1026",-0.116027228443952,-0.391749058175649
"2705","X687777","X1026",-0.258986741742789,-0.325979177429052
"3362","X749716","X1026",-1.33498482636564,-0.264855160150402
"3463","X753541","X1026",-0.726603457638735,-0.890122433319251
"3669","X753569","X1026",-1.08263842080843,-0.642735720849884
"3762","X753582","X1026",-0.0265272355974134,-0.00122532156999881
"3915","X753605","X1026",-0.896627762241679,0.0122432294925131
"4161","X905946","X1026",-1.9383238485076,-0.378305029441159
"4826","X906821","X1026",-1.14578569248412,-0.517321172489462
"5012","X906842","X1026",-0.0588132390126325,-0.12074566033992
"5113","X906853","X1026",-0.0546926809863027,-0.42553137446769
"5351","X907044","X1026",-0.604674311314695,-0.113613881602488
"5610","X907171","X1026",-1.66325866122907,-0.557897824879151
"5721","X907274","X1026",-0.691745837364625,-0.103275424437701
"5831","X907287","X1026",-0.767794908382695,-0.239249689617637
"6322","X908145","X1026",-1.18289374908917,-0.5836616294873
"6328","X908146","X1026",0.017001017425446,-0.293371405486576
"6468","X908445","X1026",-1.97609373490218,-0.525635215799416
"7066","X909718","X1026",-1.76209770472397,-0.467829105172031
"7265","X909744","X1026",-0.398224878106324,-0.238903671998315
"7303","X909750","X1026",-1.15643895470396,-0.55184518980374
"7359","X909757","X1026",0.0867863032922001,-0.0915390245501564
"7427","X909773","X1026",-1.79858401074877,-0.460455732101894
"7793","X910692","X1026",-0.740102994029422,-0.131219577239974
"8041","X910924","X1026",-1.59923242555783,-0.570882333652988
"8542","X925348","X1026",-1.03214188346991,-0.39574022294186
"8574","X930298","X1026",-1.77257332075378,-0.349356288016544
"8925","X949164","X1026",-0.098193813017547,-0.0596987518761339
