"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"90","X1240132","X308",0.124370370249675,-0.0620924691701693
"257","X1240155","X308",-1.31008835834116,-0.152215114925188
"651","X1240209","X308",-1.023606700491,-0.0886260550231421
"731","X1240221","X308",-0.903485559923651,-0.458786696297987
"1052","X1295741","X308",-0.830147823210785,-0.428441029370788
"1075","X1297439","X308",-0.485010462442614,-0.0214417678539948
"1150","X1298145","X308",1.01011322809953,-0.222762317500858
"1376","X1298358","X308",-0.00247473292644539,0.0442842619849263
"1912","X1330984","X308",-1.37281989181908,-0.705467927326675
"2090","X1331045","X308",-0.960946342988752,-0.441026286943774
"2296","X1503368","X308",-0.810015460350044,-0.104179358520323
"2529","X684681","X308",-0.734166826022867,0.00868990339519006
"2569","X687457","X308",-0.470077311913138,0.101285429107363
"2863","X687980","X308",-0.375075788967902,-0.401356379432772
"2890","X687995","X308",-1.20478896162506,-0.313954421937707
"2896","X687997","X308",-0.534499547316584,-0.177706242606317
"3024","X688031","X308",-0.50233874755271,-0.312243402419875
"3097","X713885","X308",0.126682937299146,-0.2030068528163
"3428","X753535","X308",-0.959715057359344,-0.276632801360847
"3556","X753555","X308",-0.399594369944229,-0.0470673143528292
"3732","X753578","X308",-0.218135238218388,-0.0477540373891378
"3946","X753610","X308",-1.48076003805799,-0.640912545249141
"4078","X905935","X308",-0.595294675247816,-0.099635950154523
"4101","X905937","X308",-0.764909681964768,-0.0916056110302746
"4839","X906823","X308",-1.18003778304353,-0.167270689476541
"4941","X906834","X308",-0.194075896180188,-0.0452091516839591
"5120","X906853","X308",-0.70632228034512,-0.0250615030874651
"5142","X906855","X308",-1.34675875086776,-0.504104072132261
"5369","X907045","X308",1.12765444554244,0.383792573736597
"5434","X907056","X308",-0.790058478670095,-0.400313887734085
"5482","X907061","X308",-0.610095634960396,-0.23893816035952
"5495","X907062","X308",-0.421027576018459,-0.0422000199584576
"5550","X907069","X308",-0.887392569472378,-0.32552926986754
"5559","X907071","X308",-0.292118133070347,-0.0751680616390151
"5759","X907277","X308",-0.933478361564202,-0.641861366936728
"5771","X907278","X308",-1.30413811993459,-0.61801093196148
"6238","X908129","X308",-1.13174373256617,-0.0595127503810521
"6349","X908148","X308",-2.34770003804968,-0.694547538790805
"6781","X909249","X308",-0.856673080444778,-0.363020357632388
"6936","X909702","X308",-1.10005078838245,-0.609782056943574
"7293","X909748","X308",0.359612918749883,0.399102921319244
"7338","X909754","X308",1.2796752373281,0.342310399586287
"7346","X909755","X308",-0.763852528620352,-0.0270852558589396
"7511","X909781","X308",-0.741850590918005,-0.246868034090699
"7565","X909974","X308",-0.0863620772027834,0.0617234185392523
"7642","X910544","X308",-0.702390309279422,-0.279032309754494
"7710","X910566","X308",-0.772770368838178,-0.744512752953289
"8123","X910934","X308",-0.338865858410521,-0.37910094221519
"8812","X949153","X308",-1.15885628859216,-0.753884301526637
"8936","X949164","X308",-1.09013258632445,-0.508587075319181
