"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"389","X1240173","X326",0.616439623442912,0.526752271524349
"584","X1240199","X326",1.41794447072375,0.674484944794501
"612","X1240202","X326",0.890733562141088,0.611585283275804
"1057","X1297438","X326",-0.0966232969904292,0.125104445871925
"1103","X1297447","X326",0.320574357446042,0.255832065124941
"1151","X1298145","X326",1.13958298556147,0.697592044758387
"1258","X1298222","X326",0.243168342667386,0.301742296656669
"1267","X1298223","X326",0.659402344671269,0.452715747177636
"1322","X1298351","X326",0.386279301209183,0.463430511821259
"1392","X1298362","X326",0.992919494884484,0.609518412842551
"1457","X1298534","X326",1.01049816882248,0.713677137138777
"1577","X1299078","X326",0.821383095235134,0.687563389613523
"1808","X1330942","X326",0.751405464635475,0.196973790824496
"1963","X1331025","X326",1.32581225631744,0.113311151875803
"2040","X1331037","X326",-1.94091981883458,-0.386842794327801
"2139","X1479988","X326",0.876999307239317,0.47092716611317
"2175","X1479995","X326",0.772881986702172,0.631301123451281
"2208","X1480362","X326",0.582775984502387,0.594659737540885
"2342","X1524414","X326",0.288397229662829,0.597658788604476
"2577","X687459","X326",1.18753326823271,0.734015363747942
"2690","X687596","X326",0.912989391491507,0.5551140241658
"3150","X724812","X326",0.811813057983251,0.599497441106047
"3200","X724859","X326",1.19711178171821,0.571658536037805
"3324","X749711","X326",0.0986103498993955,-0.107403556613018
"3527","X753551","X326",0.673744723148243,0.421766462417674
"3664","X753566","X326",0.859408428855093,0.656757100776382
"3985","X753616","X326",1.10369937521859,0.662521537456264
"4648","X906790","X326",0.602426923897254,0.39613123216148
"4817","X906818","X326",1.11416882436352,0.638374470174089
"4928","X906833","X326",0.169193355025515,0.277279397432763
"5207","X906868","X326",-0.110368100997249,0.316575714681508
"5338","X907042","X326",0.447423181444854,0.468273782517139
"5370","X907045","X326",0.383102546301141,0.44879152889044
"5527","X907066","X326",1.2745634550927,0.861925722405043
"5560","X907071","X326",1.03032915982503,0.659463772066904
"5719","X907273","X326",0.837742547581545,0.147333476693946
"5856","X907290","X326",0.315002124326288,0.401340985836626
"5972","X907319","X326",0.582535350363568,0.377419548324808
"6036","X907783","X326",0.267040590507979,-0.0651074943400893
"6072","X907787","X326",-0.254570357990208,-0.258701343926115
"6154","X907799","X326",0.0546422306031279,-0.206440947104644
"6300","X908141","X326",-0.111308183292846,-0.0643493799185569
"6315","X908143","X326",0.365931174971824,-0.00534747791320705
"6775","X909248","X326",0.169778141246081,0.285013921368592
"7051","X909715","X326",-0.652087336009942,-0.399867373244452
"7177","X909730","X326",0.297365953147076,-0.013341385040328
"7356","X909756","X326",0.930745220190129,0.56345655336515
"7453","X909774","X326",1.08245523275458,0.641581892619685
"7911","X910853","X326",0.599774830853435,0.280472757263398
"7951","X910905","X326",0.819636459035627,0.683024175107391
"8039","X910922","X326",0.678288431458054,0.344753861734883
"8228","X910952","X326",1.20142830923123,0.682654499146048
"8408","X924239","X326",-0.209950536784254,0.107990471455513
"8459","X925338","X326",1.11770194688441,0.450121977556457
