"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"28","X1240123","X275",-0.266139958705634,0.346563138682233
"261","X1240156","X275",1.18493951488053,0.487055605287191
"297","X1240159","X275",0.848706134542778,0.626460488580731
"756","X1240226","X275",0.558662182478436,0.533873383693573
"852","X1290767","X275",1.22487331277489,0.704974612208671
"1171","X1298151","X275",-0.385522181575002,0.366979287345066
"1384","X1298359","X275",0.96896569193123,0.72811425784379
"1433","X1298529","X275",1.45014069404984,0.877721765742981
"1556","X1299070","X275",0.0367783502481304,0.188040763787578
"1595","X1299081","X275",0.130250570727621,0.310082318714346
"1736","X1327771","X275",-0.035249342805862,-0.148471912180033
"1761","X1327775","X275",-0.818437769752407,-0.244701469222447
"1994","X1331033","X275",-0.852949656502752,-0.152340403568445
"2150","X1479991","X275",0.272804532827863,0.306524266244583
"2235","X1480374","X275",1.04831976984902,0.741923898355678
"2470","X684057","X275",0.0747389518991387,0.0419581472922931
"2888","X687995","X275",0.670248686920657,0.234009982435863
"2942","X688013","X275",0.811403723147679,0.492246307930148
"2998","X688025","X275",-0.177209787499818,0.320750662318888
"3258","X724872","X275",0.256429805525138,0.467029175201785
"3331","X749712","X275",1.24558471989149,0.663732844921744
"3350","X749714","X275",0.63595698271668,0.721533964567411
"3883","X753596","X275",-0.2354761859495,0.463922127174183
"4124","X905940","X275",0.120962225987695,-0.115756213783181
"4140","X905942","X275",0.455407642020868,0.636337064125252
"4436","X905976","X275",1.26802408150002,0.703601865768992
"4493","X905981","X275",0.742677674581645,0.508514721062239
"4811","X906817","X275",1.53583817607362,0.968912241974357
"4868","X906827","X275",1.49042981388394,0.78207782815368
"5032","X906844","X275",-0.0251106034855262,0.104743233482692
"5079","X906848","X275",0.689857348606252,0.287542256127648
"5165","X906861","X275",0.733803386833597,0.539411089048742
"5336","X907042","X275",1.17013933849904,0.493175830734158
"5506","X907064","X275",1.11162198958784,0.475481131985332
"5593","X907169","X275",0.46576392568757,0.304154574561053
"5695","X907270","X275",0.413179781426624,0.0338920826537191
"5757","X907277","X275",-0.52507631813539,-0.322785217373595
"5836","X907287","X275",1.26681643990676,0.76223152547631
"6212","X908126","X275",-0.368411001111272,-0.420085740228707
"6533","X908450","X275",0.87655710944742,0.618644503616113
"6733","X908481","X275",1.26378692537949,0.570904983389508
"6787","X909250","X275",1.5911233974364,0.776688494335229
"6841","X909257","X275",0.460033777453424,0.554668987699886
"6856","X909262","X275",0.0603422797095227,-0.0296493441863964
"7100","X909720","X275",0.173758006357189,0.213636478005073
"7126","X909723","X275",1.17595044695761,0.605088618853459
"7282","X909747","X275",0.650655876604821,0.867251373095736
"7788","X910691","X275",0.57081843536821,0.32811804792498
"8826","X949155","X275",-0.0747281066242886,-0.0517468582258036
