"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"74","X1240130","X1248",-1.05410736302181,-0.364720611482913
"288","X1240159","X1248",-0.922353360363364,-0.323522633197152
"451","X1240184","X1248",-2.00652871585984,-0.787915354426348
"471","X1240186","X1248",-0.414505044044278,-0.503676908599984
"486","X1240187","X1248",-1.05373209939383,-0.43062429137209
"846","X1290767","X1248",-0.3106908209107,-0.313234369671523
"933","X1290807","X1248",-1.24746845323894,-0.503209572442386
"1037","X1295740","X1248",-3.30729222910519,-1.62646503186705
"1522","X1299061","X1248",-0.901100032233794,-0.835499695810191
"1581","X1299080","X1248",0.0337347653208519,-0.823110691860148
"1589","X1299081","X1248",-1.74348876565082,-0.684260943309202
"1613","X1303897","X1248",-3.02295898979599,-1.05255379271057
"1778","X1330933","X1248",-3.37106470245189,-1.51003095488646
"1967","X1331031","X1248",-3.18112299286398,-1.3523525936902
"2406","X1660034","X1248",-3.02971600010898,-0.765539677786835
"2585","X687505","X1248",-2.73313085653263,-1.0352466105875
"2801","X687812","X1248",-0.489534328828042,-0.558259214798002
"3420","X753535","X1248",-1.19778411939509,-0.728116292775267
"3431","X753536","X1248",-1.71089940987994,-0.445131404645084
"3592","X753561","X1248",-1.29263043563013,-0.753649800339738
"3789","X753585","X1248",-0.513590659475483,-0.50650318362515
"3822","X753589","X1248",-2.20820598150614,-0.755551833856965
"3834","X753592","X1248",-1.54452268281645,-0.776876230768348
"3931","X753607","X1248",-2.51861649025828,-0.835176202606862
"3973","X753615","X1248",-0.824602478300294,-1.05865112587585
"3982","X753616","X1248",-3.09066800856637,-1.16945795026605
"4131","X905941","X1248",-0.413814578330364,-0.5333853751572
"4236","X905957","X1248",0.169528022150112,-0.412111754888201
"4271","X905960","X1248",-1.68496690889088,-0.656279643046299
"4303","X905964","X1248",-2.4793605139316,-1.29383354211024
"4701","X906798","X1248",-0.0552539524942472,-1.08235209424487
"5045","X906846","X1248",-2.52663067677129,-1.27458202054288
"5072","X906848","X1248",-3.46764043268727,-1.00769915317387
"5613","X907171","X1248",-1.8483859292406,-0.837863325415191
"5675","X907269","X1248",-3.30430038467459,-1.10382749782534
"6170","X908121","X1248",-0.163790343018429,-0.325533296691478
"6331","X908146","X1248",-3.10107384531462,-1.66903533525948
"6813","X909253","X1248",-2.49244220230351,-1.18435269177562
"7090","X909720","X1248",-2.62318346131758,-1.01791374890061
"7145","X909726","X1248",-1.40621733120649,-0.783721327239994
"7362","X909757","X1248",-1.48349295091783,-0.338512902690369
"7572","X909975","X1248",-0.991725767929838,-0.495773318103511
"7914","X910861","X1248",-0.590010242405569,-1.09064257709799
"8089","X910932","X1248",-0.851856750744866,-0.510513093137247
"8156","X910943","X1248",-0.636905440908868,-0.539664070873196
"8236","X911905","X1248",-0.931974280881667,-0.543096010798429
"8373","X924188","X1248",-0.474034264589777,-0.495685725321013
"9071","X949179","X1248",-2.81096025807208,-0.943864077632657
