"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"113","X1240136","X333",1.1507793105363,0.750643166869191
"170","X1240143","X333",0.908617010993578,0.641604479914466
"429","X1240181","X333",0.949889203959442,0.635892878608508
"666","X1240210","X333",0.672857545261085,0.542321556018746
"689","X1240216","X333",0.874957975970703,0.699523321008251
"720","X1240219","X333",0.653388693395753,0.39756551280663
"823","X1290724","X333",0.905013602981885,0.686568700089378
"1032","X1290922","X333",1.21234015939075,0.648633548213321
"1053","X1295741","X333",0.492990800018679,0.127325549122218
"1276","X1298226","X333",1.07281230876147,0.797064578276519
"1341","X1298353","X333",1.35307654579311,0.974414278138028
"1902","X1330983","X333",0.216059197087618,-0.135902008935486
"2041","X1331037","X333",0.186439009790177,-0.0326449631912087
"2140","X1479988","X333",0.75536402092388,0.341358567558935
"2182","X1480358","X333",0.978048656126478,0.809045917639067
"2262","X1503363","X333",0.367792875857963,0.537739064476238
"2362","X1524416","X333",1.05835408226677,0.482438107147939
"2902","X688001","X333",1.0263092376744,0.438515940279375
"3151","X724812","X333",0.983084170734102,0.588663987380666
"3303","X735784","X333",1.12182285593175,0.804372488633554
"3451","X753539","X333",0.769307864927474,0.450002149224021
"3461","X753540","X333",0.449854515528859,0.466100626941121
"3514","X753549","X333",1.10345147679237,0.78642362788259
"3906","X753600","X333",1.15196555462787,0.677306368266349
"4086","X905936","X333",0.238191600061482,0.274744618385829
"4597","X906696","X333",0.728990844465621,0.425666828052627
"4743","X906804","X333",0.701688674280679,0.219804699634619
"4790","X906814","X333",0.95468576563413,0.653336876731577
"4911","X906832","X333",0.611958607485244,0.166701549781549
"5283","X906875","X333",0.852711173402642,0.426490193174618
"5327","X907041","X333",0.697739166944382,0.451209671777157
"5595","X907169","X333",0.893730028964133,0.366748294318891
"5780","X907279","X333",1.01466093435388,0.685474328852962
"5819","X907285","X333",1.24399027901142,0.603304110427519
"5913","X907300","X333",0.790022634455837,0.233025321972151
"6414","X908156","X333",-0.151369372253685,-0.310300419003354
"6782","X909249","X333",0.668796269140678,0.124205955949533
"6818","X909253","X333",0.289219694055825,0.264400977646364
"7137","X909724","X333",1.00409634373578,0.550333755563204
"7148","X909726","X333",1.0998619802975,0.443846243901494
"7347","X909755","X333",1.36910441630485,0.67717284145372
"7401","X909761","X333",1.00420772824426,0.622652196816968
"7827","X910779","X333",0.781694653635892,0.484038748350038
"8083","X910931","X333",0.62554135432977,0.604680170197108
"8796","X949093","X333",1.62687151366994,0.989796454590589
