"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"876","X1290769","X64",0.884033805202081,0.428631204049314
"2622","X687562","X64",-0.303246821839255,-0.0600480812146926
"3103","X713885","X64",0.642634488618697,0.173508756738235
"3411","X753533","X64",-0.251018601796197,-0.0605591065422648
"3438","X753536","X64",0.0339145508915623,-0.0219183892730864
"3484","X753546","X64",0.583447428572591,0.224374560224235
"3796","X753585","X64",0.795975226550639,-0.0749589133640258
"4330","X905965","X64",-0.153489480026555,-0.333121129240994
"5155","X906856","X64",0.0927420619659957,-0.327943345435221
"5858","X907290","X64",0.242662576818303,0.186297214656576
"6428","X908158","X64",-0.384979625029255,-0.405954581546332
"7053","X909715","X64",-0.332266748432086,-0.324964909398842
"7119","X909722","X64",0.331160888724665,0.162023717642344
"7180","X909730","X64",0.257712698632732,-0.0345540497929189
"8382","X924188","X64",0.763703422858959,0.314457652795415
"8440","X924247","X64",-0.0311767453341866,-0.207667401182938
"9001","X949171","X64",0.625738413829063,0.0784841489252884
