"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"58","X1240128","X283",-1.37240331856082,-0.643239335855578
"277","X1240157","X283",-1.94665757868218,-0.46274796557289
"494","X1240187","X283",-1.29633587621164,-0.189271194480457
"515","X1240190","X283",-2.24134894174716,-0.734405825932636
"893","X1290795","X283",-2.01458311460061,-0.737550241282331
"1141","X1298141","X283",-1.25116453079691,-0.283858969126325
"1385","X1298359","X283",-1.47612416641114,-0.492781647842191
"1961","X1331025","X283",-1.73234151710795,-0.920695423475213
"2058","X1331038","X283",-2.6255732308192,-1.34423896094641
"2111","X1331049","X283",-2.66083994206166,-1.19298148533396
"2276","X1503365","X283",-2.2195974815517,-0.640369682476298
"2539","X687448","X283",-1.9954456819918,-0.498995995182748
"2714","X687777","X283",-2.63578562543202,-0.55242124522012
"2788","X687804","X283",-1.10683726598538,-0.574626218398741
"2797","X687807","X283",-1.33518978938006,-0.261655118844703
"2889","X687995","X283",-2.93969270883772,-0.890882371536537
"2943","X688013","X283",-1.73985916038701,-0.742105531693441
"3302","X735784","X283",-1.78877288118328,-0.49007673609371
"4354","X905969","X283",-2.0864140917864,-0.508096322432161
"4412","X905973","X283",-0.39942819290378,-0.239703431719147
"4420","X905974","X283",-1.88577246374416,-0.610290459790791
"4653","X906791","X283",-2.44270439872265,-0.557476303591172
"4682","X906794","X283",-1.6579853465154,-0.688192172099357
"4987","X906838","X283",-1.38465196387502,-0.948961275892486
"5236","X906870","X283",-3.65397938457609,-1.38255752464136
"5299","X906877","X283",-2.74512866223406,-1.12152447569952
"5480","X907061","X283",-1.47576364566552,-0.65346212136341
"5681","X907269","X283",-1.28619138384172,-0.88609993294012
"5909","X907300","X283",-1.59026211693661,-0.954253027891314
"6201","X908125","X283",-2.19509452285774,-0.538997411525482
"6276","X908136","X283",-2.23899895585816,-1.13256425674873
"6633","X908465","X283",-2.35822115379213,-0.683680748422327
"6645","X908467","X283",-1.46366339725393,-0.582380360153598
"6697","X908473","X283",-0.879791427532758,-0.529972640518397
"6843","X909257","X283",-2.08248122284591,-0.78259624949049
"6951","X909703","X283",-3.38170976186501,-1.34339391497341
"6958","X909704","X283",-2.17120213380116,-0.801809497353623
"7060","X909716","X283",-2.18753159417361,-0.841750398614663
"7460","X909776","X283",-1.34974770214626,-0.376012769469966
"7532","X909785","X283",-1.85467940707429,-1.0955792618189
"7612","X910399","X283",-0.599485659173354,-0.337012147526127
"7687","X910549","X283",-1.6219625914447,-0.583002863522321
"7907","X910853","X283",-2.49964752556387,-0.85936171895318
"8069","X910930","X283",-1.68667966232566,-0.982190204339597
"8330","X924111","X283",-1.33265414663212,-0.510736511378508
"8615","X946354","X283",-1.29802588718002,-0.516523613758731
"8666","X946358","X283",-3.31180635188641,-0.974626908476664
"9067","X949178","X283",-0.98200732269046,-0.555698587454457
"9077","X949179","X283",-1.24348748333539,-0.720709448194988
