"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"829","X1290730","X134",-0.343755536721407,-0.115322168372502
"948","X1290809","X134",0.138036449481652,0.171048008396689
"989","X1290905","X134",0.968375596056039,0.405556339187106
"1083","X1297446","X134",-0.856848376641536,-0.654108846251717
"1843","X1330950","X134",-0.939614153370893,-0.432966024916938
"1925","X1330987","X134",-0.459891428623863,-0.469280760969655
"2653","X687588","X134",1.10478133651093,0.140215647764208
"2758","X687799","X134",0.185211847733881,-0.13556834931291
"2894","X687997","X134",0.781729489699781,0.125948926511014
"3012","X688027","X134",-0.139872333123183,0.153699639603768
"3140","X722066","X134",-0.0443374836372484,-0.274228091522277
"3298","X735784","X134",-0.645143438416988,-0.0663987328222684
"3328","X749712","X134",1.05099609812227,0.147304461200067
"3454","X753540","X134",-0.0434816316038937,-0.134283223425879
"3705","X753575","X134",0.345981712531376,-0.0537637545754004
"3942","X753610","X134",-1.23557621618211,-0.533938847517186
"4260","X905959","X134",0.154466889360885,-0.171555382229791
"4488","X905981","X134",0.0200334029350698,-0.250066862131174
"4664","X906793","X134",-0.9116358206544,-0.581324246329061
"4714","X906801","X134",-0.120910765734666,0.103010098247463
"4873","X906828","X134",-0.783873462633118,-0.379593973181781
"5023","X906843","X134",-0.738767824656246,-0.212478201107371
"5410","X907051","X134",-0.489201021447983,-0.141600410195064
"5468","X907060","X134",-1.24008649990199,-0.420761013570068
"5956","X907317","X134",-0.995020318098463,-0.270465322032687
"6051","X907786","X134",-0.648681826253006,-0.369647247314559
"6128","X907795","X134",0.62201153510132,0.165954787276229
"6136","X907796","X134",-0.426469088914594,-0.445277200886158
"6270","X908136","X134",-0.040619797964974,-0.488265949026292
"6298","X908141","X134",-1.16651868185031,-0.485689465086895
"6628","X908465","X134",-0.360522783105911,-0.228615759277293
"6721","X908476","X134",1.19758344680004,0.231116074839829
"6754","X909194","X134",-0.824377200406863,-0.0422159686211145
"6792","X909251","X134",-1.09953644284092,-0.684811158958853
"7018","X909712","X134",-0.587017503795132,-0.252134201634851
"7259","X909743","X134",-0.863932161648871,-0.534446148108279
"7528","X909785","X134",-0.361875828685822,-0.348213069618528
"7557","X909974","X134",1.0554427657505,0.318990147025982
"7756","X910688","X134",-1.10479887590332,-0.372305413536356
"7973","X910910","X134",0.507673258733699,0.249074921503682
"8319","X924110","X134",0.145256977494122,-0.176705426255086
"8658","X946358","X134",0.0908740279218689,-0.348637582004935
"8747","X946373","X134",1.51136934401161,0.144256100072648
"9105","X998189","X134",-0.680621940956225,-0.0148744794775369
