"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"107","X1240136","X157",-0.977596185778218,-0.377391365873819
"353","X1240168","X157",-1.03961884156659,-0.420378304521689
"365","X1240169","X157",-0.524203476685217,-0.238216385412762
"443","X1240183","X157",-0.796032150500205,-0.115084711897535
"618","X1240204","X157",-0.857457302022622,-0.359750150744239
"1316","X1298351","X157",-0.937587849496407,-0.31106564731051
"1360","X1298356","X157",0.23012297573247,-0.0273542604665291
"1550","X1299070","X157",-1.18617183083005,-0.616494296860268
"2085","X1331045","X157",-0.804198898133486,-0.381648157599269
"2119","X1331050","X157",0.158534103278775,-0.398881068145889
"2496","X684062","X157",-0.784733028099249,-0.389467610962031
"2556","X687455","X157",-0.595505025510984,-0.337725031798773
"2708","X687777","X157",-0.765201868157404,-0.206990431131176
"2759","X687799","X157",-1.03685563005126,-0.430256384312872
"2793","X687807","X157",0.412697393576716,0.00295874699813209
"3068","X713878","X157",-0.468975464356927,-0.162529132078358
"3191","X724855","X157",-1.10756207633377,-0.318421803557055
"3321","X749711","X157",-0.886108885643774,-0.405957853622254
"3679","X753570","X157",-0.705892959481803,-0.344143360935676
"3758","X753581","X157",-0.882615775822913,-0.249298119490436
"3823","X753589","X157",-0.779519316752848,-0.0616562575113727
"3937","X753608","X157",-0.883314621701539,-0.45392058006911
"4153","X905945","X157",0.0387532979015735,-0.30222269647178
"4245","X905958","X157",-0.909268564531783,-0.656666863460227
"4429","X905976","X157",-1.12679623555272,-0.213998850992881
"4658","X906792","X157",-1.01943433176379,-0.596352899365481
"4895","X906831","X157",-1.15153868294853,-0.495788900192107
"5162","X906861","X157",-0.992452270568987,-0.399884376643195
"5231","X906870","X157",-1.25912403932165,-0.756250989697128
"5278","X906875","X157",-0.81892902550148,-0.323000471550578
"5553","X907071","X157",-1.03169659299818,-0.382157381487531
"5849","X907290","X157",-0.498621516360268,-0.351147263705047
"5929","X907312","X157",-0.482862967641155,-0.282138513741431
"6252","X908131","X157",-1.11341740974447,-0.216826069407476
"6434","X908159","X157",-0.919538666998426,-0.517167808115089
"6530","X908450","X157",-0.889642137488192,-0.195852304681762
"6676","X908471","X157",-0.601087028099652,-0.354828657477933
"6682","X908472","X157",-0.333799572192792,-0.112822810420079
"6724","X908476","X157",-0.654164977630682,-0.144838768397858
"6870","X909264","X157",-0.805989729725459,-0.360506404955208
"6985","X909708","X157",-0.564107810984605,-0.438004527174823
"7093","X909720","X157",-1.0256730096756,-0.445035115098591
"7200","X909732","X157",-1.49567038330678,-0.525608121408311
"7221","X909737","X157",-1.08003715560666,-0.455298096118302
"7251","X909742","X157",-0.63621597283361,-0.62037703814254
"7321","X909753","X157",-0.766910213507304,-0.410096642845188
"7370","X909758","X157",0.0320828013348552,-0.250729054822863
"7478","X909778","X157",-0.000789248281602337,-0.0637432428339214
"7518","X909784","X157",0.592726498967972,-0.258538051014005
"7652","X910545","X157",-1.20019193137655,-0.702224932681904
"7948","X910905","X157",-1.12103770265133,-0.00755026256424834
"7994","X910915","X157",-0.720293640700833,-0.209317881479563
"8164","X910944","X157",-0.878118121469436,-0.707154635827917
"8275","X924104","X157",-1.05448907804644,-0.596700575161275
"8306","X924108","X157",-0.579874632714648,-0.1925986560844
"8321","X924110","X157",-0.904336360949439,-0.318587602641411
"9019","X949174","X157",-2.01000947713111,-0.465694230716353
"9035","X949175","X157",-0.907002838464697,-0.342493493104346
