"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"67","X1240129","X180",-1.8311024085465,-0.910349795594506
"524","X1240191","X180",-2.70983030367646,-1.44111915731519
"818","X1290724","X180",-0.827531042880435,-1.03533789964799
"860","X1290768","X180",-1.68212909986879,-0.928606367328184
"1028","X1290922","X180",-3.02275837205216,-1.0076716711008
"1250","X1298219","X180",-2.58132363331854,-1.14452666875494
"1338","X1298353","X180",-0.674106529166083,-0.821876419664063
"1463","X1298537","X180",-1.83985605961127,-0.982801342237937
"1472","X1298538","X180",-1.99404590627825,-1.01845809302274
"1572","X1299078","X180",-2.81708924746112,-1.12840485152964
"1868","X1330972","X180",-1.11517079663222,-0.85363504275443
"2512","X684072","X180",-2.90035950788914,-1.4487948882951
"2687","X687596","X180",-2.47484187960668,-0.939351509959916
"2738","X687787","X180",-2.60316340300985,-1.37143064741362
"3134","X722058","X180",-2.61692956756879,-1.110008072952
"3520","X753551","X180",-0.430726208893118,-0.398733882179955
"3633","X753564","X180",-2.06989018794492,-0.877854096012552
"3649","X753565","X180",-2.58149561513798,-1.03906553979879
"3685","X753572","X180",-2.5122995383565,-1.29641431284734
"3836","X753592","X180",-3.51342847767469,-1.42992848596724
"4004","X753620","X180",-1.97451457636833,-1.0742924027518
"4081","X905936","X180",-2.64586523803467,-1.49520530345829
"4272","X905960","X180",-2.97748631686256,-1.07609982604005
"4277","X905961","X180",-2.80634659681769,-1.13972925845395
"4293","X905963","X180",-1.65645258556898,-1.04807204867059
"4366","X905970","X180",-1.5256012648414,-0.737928631265313
"4690","X906795","X180",-2.69780385835568,-1.05761323746981
"4723","X906803","X180",-2.75209554616065,-1.14985061321846
"4804","X906817","X180",-2.34661526119937,-1.08558267249145
"5131","X906854","X180",-1.57511239013976,-0.699208893832159
"5314","X907000","X180",-3.02778877653288,-1.2238779584449
"5523","X907066","X180",-2.47652045468009,-0.889588014865649
"5531","X907067","X180",-2.94202465963678,-1.198834920656
"5646","X907175","X180",-0.123184243823606,-0.781992048620731
"5808","X907284","X180",-1.1447755463952,-1.07499003583938
"6210","X908126","X180",-2.46168440395152,-1.10180407763091
"6653","X908469","X180",-0.55136087472132,-0.699831470102777
"6711","X908475","X180",-1.35190944101076,-1.13355369017101
"6730","X908481","X180",-0.890566228005627,-0.59281734586488
"6903","X909699","X180",-2.1079955321851,-0.982571093281128
"7059","X909716","X180",-2.57793582610531,-1.320668302667
"7393","X909761","X180",-2.37548115238369,-0.782230714339551
"7592","X910079","X180",-1.98388852589487,-0.883971513496728
"7626","X910401","X180",-2.85978987792964,-1.19891061454799
"7799","X910692","X180",-2.14518362158012,-0.725425387649702
"8109","X910933","X180",-2.24059951558866,-1.08739406526408
"8465","X925339","X180",-2.25286590778608,-0.948566031283672
"8591","X930299","X180",-1.11963545870584,-0.417582054186314
"8670","X946359","X180",-1.46886016721797,-0.660559010877155
"8778","X949090","X180",-1.73987999995005,-0.829599852299099
"8807","X949153","X180",-1.15690517711268,-1.32204953495763
"8858","X949157","X180",-3.03276492794551,-1.18291035963217
"9011","X949173","X180",-2.54740698951986,-1.02682683067539
