"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"142","X1240141","X1038",0.58651410698728,0.54285645714759
"565","X1240198","X1038",-0.201330244143101,0.0953141130970904
"827","X1290730","X1038",-0.0672901118595698,0.122877786572791
"886","X1290795","X1038",0.320616443017499,-0.104300704235089
"998","X1290906","X1038",0.27153867717154,0.477207932479094
"1154","X1298146","X1038",0.294438330781221,0.17158138063722
"1196","X1298168","X1038",0.393607304464583,0.199152532041668
"1452","X1298534","X1038",0.684582740657289,0.466772942737964
"1588","X1299081","X1038",0.204015873198761,0.122270317243996
"1758","X1327775","X1038",0.13635057686622,-0.174659854842355
"1834","X1330948","X1038",-0.55809298471245,-0.254034267510939
"1881","X1330982","X1038",-0.517234885688044,-0.352826207145851
"2289","X1503368","X1038",-0.348554156487693,0.172744773607627
"2366","X1524417","X1038",-0.11632295071138,0.168442763166442
"2693","X687600","X1038",0.437281803924516,0.383224198657813
"3226","X724868","X1038",0.144713390055097,0.0053972555859698
"3388","X753531","X1038",-0.208666054844725,-0.0451049010594808
"3475","X753546","X1038",0.441597130576189,0.242177798113892
"4048","X905933","X1038",0.197032432165443,0.273870645565971
"4201","X905951","X1038",0.575959607299435,0.20403718170362
"4333","X905967","X1038",-0.105817874781552,0.45192047761745
"4459","X905978","X1038",0.541904879225871,0.0652138447260273
"4816","X906818","X1038",-0.0299172228358517,0.126357384826525
"5211","X906869","X1038",-0.201273101617852,0.100701169283622
"5399","X907050","X1038",0.21694510021427,-0.0876838183495046
"5619","X907172","X1038",-0.177895198511208,0.0733831686826742
"5688","X907270","X1038",-0.197329772251307,-0.0693098022641353
"6064","X907787","X1038",0.543485726355517,-0.0772439516943541
"6354","X908149","X1038",-0.596826331401798,-0.0099975044904477
"6466","X908444","X1038",0.229832829156642,0.134370602009668
"6764","X909248","X1038",0.504057831023679,0.0046483649942349
"6790","X909251","X1038",0.121309999128268,-0.127104840860192
"7056","X909716","X1038",0.153795360306647,0.0986200063082947
"7133","X909724","X1038",0.546732851738396,0.238565853733214
"7360","X909757","X1038",0.924171745830199,0.533129198881755
"7429","X909773","X1038",0.3043808604426,-0.256409398297114
"7754","X910688","X1038",0.0900103056280046,-0.0681367042539734
"7899","X910852","X1038",0.687128736677507,0.168502478521685
"8087","X910932","X1038",0.146326627186446,0.204994782299268
"8485","X925341","X1038",0.369839893666918,0.163286290159026
"8881","X949160","X1038",-0.0635032048443912,0.00425761185167005
"8894","X949161","X1038",0.52970138629825,0.081537721454243
"9068","X949179","X1038",-0.0846832471772726,0.16807141837919
