"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"15","X1240122","X159",-0.346412828571112,0.00231985466410702
"292","X1240159","X159",-0.335039467074307,-0.243438138533885
"378","X1240172","X159",-0.0589482158278502,0.00179489866953371
"453","X1240184","X159",-0.421378685706093,-0.126901791956264
"544","X1240193","X159",-0.144452082053186,-0.184431582296234
"659","X1240210","X159",-0.47310599507486,-0.240339890123227
"676","X1240215","X159",-0.376041554916458,-0.25636875624201
"806","X1290722","X159",-0.0341171411697984,-0.140091776570567
"1160","X1298146","X159",0.916988758590864,0.23015078855375
"1802","X1330942","X159",-0.309566844251113,-0.277860450144554
"1899","X1330983","X159",-0.844771251277026,-0.63633437120315
"1990","X1331033","X159",-1.57547383092992,-0.433274126819005
"2086","X1331045","X159",-0.293186870108048,-0.33699078159531
"2606","X687561","X159",-0.816187484914743,-0.245907594069682
"2774","X687802","X159",0.688213066437908,0.176814960937748
"2828","X687819","X159",-1.00577773379401,0.0681368236030081
"3221","X724866","X159",-0.459518030949659,0.00793795156163822
"3393","X753532","X159",-0.32340764696136,-0.0408775373085056
"3740","X753579","X159",-0.225154771601309,-0.154406799614875
"3893","X753599","X159",0.708891222627591,0.0483518191587622
"4365","X905970","X159",0.989594664535165,0.270193846911763
"4566","X905990","X159",-1.17846091907859,-0.192765185468118
"4584","X906693","X159",-0.914211239625058,-0.270499687244417
"4699","X906797","X159",-0.794830827285103,-0.235612517991295
"4739","X906804","X159",-0.420312575783519,-0.504817287600027
"4823","X906820","X159",-0.9504811171808,-0.249600439241488
"4852","X906826","X159",-0.764034708523837,-0.105917138200121
"4877","X906828","X159",-0.543148915582126,-0.264072924766878
"4882","X906830","X159",0.678725552377678,0.00596527647444365
"4998","X906839","X159",-0.861053109505738,-0.164575481646436
"5046","X906846","X159",-1.22930254332323,-0.221960091504798
"5149","X906856","X159",-2.50544325560731,-0.680682391555821
"5292","X906877","X159",-0.465918433477539,-0.390766084916263
"5383","X907047","X159",-0.585582415368107,-0.246102038112693
"6093","X907790","X159",-1.05979669305509,-0.0762232673732698
"6100","X907791","X159",0.145317231173995,-0.158893782034941
"6375","X908150","X159",-0.95036986199585,-0.187148904258427
"6541","X908451","X159",-0.311767886383701,-0.314133207999928
"7156","X909728","X159",-0.798036365915853,-0.297449016618344
"7237","X909739","X159",0.142890434498396,-0.0798084772222007
"7296","X909749","X159",-1.205648279529,-0.519012336520733
"7499","X909780","X159",-0.311938685816591,-0.0408358055247875
"7539","X909904","X159",-0.21647793871306,0.175115489944069
"7812","X910695","X159",-0.326560210979469,0.0180536852464263
"7957","X910906","X159",-0.772538813211129,-0.531593932843171
"8022","X910920","X159",-0.679358387258728,-0.15784544142037
"8375","X924188","X159",0.504950979962942,-0.114551014360215
"8686","X946361","X159",-0.717153698659204,-0.365303129347669
"8952","X949166","X159",-0.831158966938363,-0.116951786738436
