"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"54","X1240128","X170",-0.548089458684643,-0.428297254224338
"76","X1240130","X170",-1.00896057429785,-0.542832042154219
"182","X1240145","X170",-1.00286960602649,-0.523191727641787
"308","X1240161","X170",-1.09465791591324,-0.543837278346118
"490","X1240187","X170",0.354708719254114,-0.0639402034272398
"503","X1240189","X170",-0.893585138003477,-0.344656625623175
"691","X1240217","X170",-1.51875199512246,-0.483751040161034
"825","X1290725","X170",-1.27277139989647,-0.278196462386457
"1041","X1295740","X170",-1.03601324613977,-0.840883456895633
"1184","X1298157","X170",-0.991117570455475,-0.445687026239727
"1349","X1298355","X170",-0.898523829932044,-0.302833146870703
"1408","X1298475","X170",-0.872331654685672,-0.270702655570158
"1523","X1299061","X170",-0.585800414194305,-0.353468838919655
"1593","X1299081","X170",-0.910801148120219,-0.404089103224766
"1867","X1330972","X170",-0.123154916942074,-0.197001563967023
"2783","X687804","X170",-1.36165828097452,-0.255892152373575
"2933","X688011","X170",0.255736546422986,-0.0478497030437668
"3583","X753559","X170",-0.918232739522749,-0.430498636898211
"3864","X753595","X170",-1.62645184715868,-0.427196917798567
"3910","X753604","X170",-0.970711562701271,-0.522708216944137
"4054","X905933","X170",-1.06186768744641,-0.229784794784267
"4659","X906792","X170",-0.785569566587212,-0.431326988092491
"5047","X906846","X170",-1.25145887484501,-0.557847286582968
"5453","X907058","X170",-1.72377573618196,-0.414953157800118
"5614","X907171","X170",0.00150999474937192,-0.264437413262924
"5657","X907176","X170",-0.585299444400687,-0.272723898193937
"6123","X907794","X170",-0.523761031331134,-0.368969995724507
"6198","X908125","X170",-1.13759792792981,-0.464455817018585
"6319","X908144","X170",-0.947688889160414,-0.272232504709572
"6683","X908472","X170",0.701400729899811,0.112583171175185
"7157","X909728","X170",-0.569826604612861,-0.329111035080057
"7479","X909778","X170",0.829222994274915,-0.0223642643036794
"7589","X910079","X170",-0.546287981918713,0.0212905677527872
"7715","X910567","X170",-0.823944398893124,-0.422663594992715
"7807","X910694","X170",-0.316572831918059,-0.166284793243351
"8491","X925341","X170",-0.955945926787034,-0.28976234396257
"8612","X946354","X170",-0.605236447442808,-0.267427589154818
"8819","X949155","X170",-0.964656697864383,-0.603009863826086
"9074","X949179","X170",-0.712725454091488,-0.408975641124918
