"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"509","X1240189","X91",0.325715503512561,0.436546180447639
"1076","X1297439","X91",1.0075177639818,0.647040936309237
"1639","X1303900","X91",0.62356230896792,0.381397969767323
"1776","X1330931","X91",0.548906628776007,0.170715677691622
"1920","X1330985","X91",0.436746090440959,0.208736118315086
"1984","X1331032","X91",0.657390528727045,0.383191288951611
"2464","X684055","X91",0.26921038807584,0.497475397512411
"3988","X753616","X91",0.839851226849365,0.36225900389453
"4456","X905977","X91",0.863884231227042,0.426094329753164
"4485","X905980","X91",0.799600168777473,0.410001691843418
"4726","X906803","X91",0.75968910965455,0.267071271383769
"5092","X906850","X91",0.828889524316705,0.571530353022344
"5301","X906877","X91",0.670061533603723,0.299763610137852
"6103","X907791","X91",0.614028851800097,0.325451635400521
"6217","X908126","X91",0.654724520471451,0.0585108047035111
"8015","X910919","X91",0.573580726838995,0.208882827550221
"8102","X910932","X91",0.757024730875429,0.455380547725715
"8124","X910934","X91",0.815441924255465,0.157614516256428
"8428","X924244","X91",0.901738214865373,0.335475365144411
"8734","X946370","X91",0.984004326121282,0.439025771815188
"8846","X949156","X91",0.714994258631739,0.342773341467799
"8867","X949157","X91",0.780855436303389,0.340198880795703
"8988","X949170","X91",0.883584524175725,0.408160294504825
"9026","X949174","X91",0.831784025079177,0.327036331578062
