"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"99","X1240134","X282",0.176730267510469,0.104651683272774
"469","X1240185","X282",-0.585648411012689,0.0794322304088278
"561","X1240197","X282",0.492424447943504,0.212545683386839
"826","X1290725","X282",-0.544153500759279,0.0840314337513533
"953","X1290809","X282",0.755533471697104,0.289903018553437
"970","X1290812","X282",0.298541611184009,0.3361793880869
"1172","X1298151","X282",-1.73430833215887,-0.0762476692893904
"1353","X1298355","X282",0.274405532258363,0.251243715680914
"2057","X1331038","X282",-0.760796321716595,-0.457980624837612
"2170","X1479994","X282",0.251521149910037,0.215805607636492
"2311","X1503370","X282",-0.871024112513355,0.0270374189797964
"2398","X1659823","X282",-1.07700731222813,0.0962489122870882
"2641","X687568","X282",0.05158921614307,0.042655429252813
"2713","X687777","X282",-0.957231653927404,0.0725981546372136
"2753","X687798","X282",0.263651227717441,0.295543395969335
"2875","X687983","X282",0.42323516618976,0.157785542081066
"2915","X688006","X282",-0.18460756634182,0.222548370794699
"3108","X713899","X282",-0.415993568953693,0.0980186665736386
"3537","X753552","X282",-1.60413952190066,-0.12332918460633
"3576","X753558","X282",-0.150387252421085,0.134526933781359
"3716","X753576","X282",0.00582671440020474,0.157210735537795
"4353","X905969","X282",-0.338105779688155,0.115318267444935
"4788","X906814","X282",-0.406145305060446,0.175244002747021
"5034","X906844","X282",-0.283056278170071,-0.000928742824539794
"5100","X906851","X282",0.807944455447009,0.081926760163542
"5337","X907042","X282",-0.254508109033023,-0.00761995664174813
"5666","X907268","X282",0.393092774175158,-0.129925488852326
"5792","X907281","X282",-1.02993470770707,-0.187338176356505
"6266","X908135","X282",-0.152409414247669,0.0505360707852261
"6439","X908159","X282",-0.962393761490576,-0.340337346242896
"6543","X908451","X282",-0.692355372413779,-0.610859852794741
"6632","X908465","X282",-1.4542648134425,-0.236242448594369
"7248","X909740","X282",-0.376460112367162,0.000884195790189887
"7562","X909974","X282",0.15659232526317,0.243914915355867
"7700","X910554","X282",-0.166402460311801,0.09789147746053
"7879","X910849","X282",0.325853661686604,0.373105039685263
"7999","X910915","X282",0.131783671610175,0.20267025025694
"8031","X910921","X282",0.693961227592234,0.282115740099606
"8097","X910932","X282",0.474225497713489,0.263411996095104
"8171","X910944","X282",-1.54763542257738,-0.668509018263948
"8644","X946356","X282",-1.13197003026801,-0.0257881135292598
