"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"799","X1290455","X62",0.387785547137097,-0.378665583091044
"1046","X1295740","X62",-0.864982989225216,-0.482132633296557
"3202","X724859","X62",0.435680634525949,-0.133188282584213
"3495","X753547","X62",-0.478411430058298,-0.0394562735382362
"3623","X753563","X62",0.623333273302218,0.0353410243274094
"3733","X753578","X62",0.592169934836502,-0.309632157347388
"3854","X753594","X62",0.316485051374355,-0.0527375275535784
"5221","X906869","X62",-1.0884842064477,-0.380401910119215
"5355","X907044","X62",-0.247041430309461,-0.274405417118099
"6931","X909701","X62",-0.299937162987426,-0.170515742080306
"7118","X909722","X62",0.359668893668409,-0.160908901047615
"7379","X909758","X62",-0.661538299545777,-0.283218085075216
"7961","X910906","X62",0.131262760128309,-0.26205287121148
"8770","X949088","X62",0.170664107187019,-0.143589192762603
"8922","X949163","X62",-1.35482936308417,-0.228464623398778
