"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"62","X1240129","X1133",0.328198618737778,0.113960344135824
"85","X1240132","X1133",0.541665401608901,0.092662970831492
"231","X1240153","X1133",0.265717211745735,-0.0600361249173281
"535","X1240192","X1133",0.373447576745,0.235881959416252
"596","X1240201","X1133",-0.0121887737759042,0.0357618295433223
"675","X1240215","X1133",0.189106418434847,-0.112538315500183
"1063","X1297439","X1133",0.221520696011497,0.536730826971468
"1367","X1298357","X1133",-0.358528363023883,0.159537721652474
"1698","X1327768","X1133",0.222045801270678,-0.0723981029448734
"1998","X1331034","X1133",0.279157311042264,-0.0589943404835005
"2326","X1509074","X1133",0.48878736408473,0.165681086052957
"2357","X1524416","X1133",0.3152399096525,-0.113510356772441
"2591","X687506","X1133",-0.00666603461836947,0.070605403363456
"2974","X688021","X1133",1.0289415885577,0.648848831644695
"3509","X753549","X1133",0.35523845429565,0.195981894937667
"3590","X753561","X1133",-0.108345639879068,-0.0202415531471014
"3878","X753596","X1133",-0.0358857401995718,0.0182540170120234
"3900","X753600","X1133",0.617500497610019,0.152763354752726
"3929","X753607","X1133",0.517645421958123,0.412188786331446
"3991","X753618","X1133",-0.0563524413336491,-0.00418447974732937
"3999","X753620","X1133",0.433388253031954,0.188472432712673
"4029","X753623","X1133",-0.0114004249299902,-0.0850442492176248
"4141","X905944","X1133",0.567145902082521,0.247401882079577
"4241","X905958","X1133",0.313424842831099,-0.209465036548844
"4956","X906836","X1133",0.742937304499468,-0.0361163414620688
"4983","X906838","X1133",0.14687028852463,0.0414648086100043
"5425","X907056","X1133",0.0925782977331112,0.14017726777485
"5520","X907066","X1133",0.827451428193879,0.230028240744841
"5611","X907171","X1133",-0.172274432118313,0.020504192369844
"6329","X908146","X1133",0.233081661610111,-0.112207398832692
"6918","X909701","X1133",0.256962829079282,0.0946777291690116
"6975","X909707","X1133",0.495564216322109,0.256520913342382
"7088","X909720","X1133",-0.00201829107151326,-0.150800880666936
"7154","X909728","X1133",0.110275391379592,0.000246640299382511
"7619","X910401","X1133",0.0132632090119813,0.0530148230026419
"7890","X910851","X1133",0.0172200286701327,0.0328319093946258
"7925","X910899","X1133",0.260983523476132,0.268744710333875
"7964","X910907","X1133",0.396585584704422,0.246808999823034
"8006","X910919","X1133",0.132757245004955,-0.160871518975379
"8052","X910925","X1133",0.211089718769114,0.00701787784722042
"8184","X910947","X1133",0.199511748973851,-0.183988702311141
"8400","X924239","X1133",-0.235984615863291,-0.163136595734197
"8607","X946354","X1133",0.202379804922019,0.000323038486405146
"8789","X949093","X1133",0.679803578539756,0.668642407942117
