"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"23","X1240123","X1033",0.949979852363705,0.432479854193342
"141","X1240141","X1033",1.33279597447261,0.780837198683234
"334","X1240166","X1033",0.60005575481413,0.43974398583321
"500","X1240189","X1033",0.819752776313017,0.342862536558053
"594","X1240201","X1033",1.04458793987758,0.359193797111023
"627","X1240206","X1033",0.572162938205258,0.238169795286562
"683","X1240216","X1033",0.758326859934297,0.373333668304514
"744","X1240223","X1033",0.972073602382081,0.42772777579265
"973","X1290813","X1033",0.24708520504988,0.369345781642286
"1061","X1297439","X1033",1.28551949694972,0.778360239680942
"1213","X1298215","X1033",0.790922319775777,0.277913952157349
"1365","X1298357","X1033",1.06024548692015,0.450141058975305
"1414","X1298476","X1033",1.48447604309754,0.765480201575927
"1437","X1298531","X1033",0.360795745005309,0.195590208044794
"1518","X1299061","X1033",1.13685670145625,0.378964098647092
"1713","X1327769","X1033",0.982351305377301,0.324483472213598
"1748","X1327774","X1033",0.010779406524579,0.0726956512580191
"1757","X1327775","X1033",0.853962640892569,0.164381829552043
"1841","X1330950","X1033",0.944810827839184,0.266704685411455
"2093","X1331048","X1033",0.906380715266848,0.254241321760456
"2125","X1479987","X1033",1.17096653613322,0.509150325287957
"2429","X683665","X1033",0.87824491083092,0.123450852556869
"2440","X683667","X1033",0.912315852380125,0.362911461114132
"2610","X687562","X1033",0.467015829182539,0.270941436470533
"2692","X687600","X1033",1.031534628783,0.573691639359979
"2718","X687780","X1033",0.651232097912775,0.326613021413126
"3266","X724873","X1033",0.790461658278825,0.439983294517616
"3272","X724874","X1033",1.45798619464592,0.859223839445757
"3487","X753547","X1033",0.494597825925653,0.381187889143335
"3540","X753554","X1033",0.631198686026892,0.493999425693934
"3934","X753608","X1033",0.662842450319825,0.477684546377668
"4028","X753623","X1033",0.649245101001341,0.387437037466676
"4269","X905960","X1033",0.6138889569958,0.502326199898257
"4496","X905982","X1033",1.37208778819679,0.618648988847789
"4505","X905983","X1033",0.588083824903473,0.458722964130941
"4512","X905984","X1033",0.579876850262601,0.345016092850396
"4796","X906817","X1033",1.14405953061997,0.646040352317199
"4815","X906818","X1033",1.12437720625197,0.37239107380777
"4818","X906820","X1033",0.626926760351719,0.218190792937842
"5040","X906846","X1033",0.952831136897575,0.379882004368815
"5123","X906854","X1033",1.27546736744457,0.55355352092017
"5190","X906865","X1033",0.99418112350887,0.284722806220462
"5226","X906870","X1033",0.961556067053925,0.15273568671578
"5837","X907289","X1033",1.00640575159617,0.533485046391955
"6208","X908126","X1033",0.364510537525481,0.176593606700451
"6248","X908131","X1033",0.571938373438719,0.447222321011834
"6454","X908443","X1033",1.11039559608281,0.525273089309955
"6614","X908462","X1033",1.24964891502871,0.714546928891532
"6689","X908473","X1033",0.936709347943762,0.522966490789499
"7013","X909712","X1033",1.09533362453812,0.37537273279717
"7616","X910401","X1033",-0.0787486975623151,0.0921016132724745
"7667","X910548","X1033",1.13454093087821,0.406404464897845
"7912","X910861","X1033",0.902112939029494,0.420682834686367
"8712","X946369","X1033",1.21823574567374,0.530003168312911
