"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"608","X1240202","X1007",-2.21151596181932,-1.04523398084223
"625","X1240206","X1007",-3.88691528904448,-1.58440533543174
"667","X1240212","X1007",-3.22366103409625,-1.5402323290749
"759","X1247871","X1007",-2.19774538548055,-1.44016602761531
"790","X1290455","X1007",-2.36996905840011,-1.31604384814558
"812","X1290724","X1007",-2.99367576788701,-1.41862663496558
"866","X1290769","X1007",-1.40480046631225,-1.00449366690416
"1745","X1327774","X1007",-2.55687542651201,-1.42973696488293
"2105","X1331049","X1007",-2.29792461240661,-1.21709492638301
"2130","X1479988","X1007",-3.15360456417805,-1.52785102201036
"2363","X1524417","X1007",-1.95638772215854,-1.1112737895107
"2389","X1659817","X1007",-2.00153903351107,-1.01996782657004
"2409","X1660035","X1007",-1.43416602297002,-0.700552896190504
"2891","X687997","X1007",-1.44250849172023,-0.71229278743731
"2904","X688006","X1007",-1.91460082154526,-0.93696627086637
"2981","X688023","X1007",-2.56896264650174,-0.887780656142358
"3251","X724872","X1007",-1.98746639435697,-1.00894796391363
"3352","X749715","X1007",-2.78608768164593,-1.14503508022882
"3473","X753546","X1007",-2.14237680217065,-1.31374488064774
"3718","X753577","X1007",-2.38018584631798,-1.53565008768626
"4530","X905986","X1007",-3.03126570243777,-1.44199809448793
"4840","X906824","X1007",-3.49132261188908,-1.50606185071966
"5121","X906854","X1007",-1.75607181944257,-0.906533143881069
"5702","X907272","X1007",-2.21478660191482,-1.2472611504743
"6556","X908454","X1007",-3.26831342266189,-1.70410805876074
"6916","X909701","X1007",-1.96208343338426,-1.17420800956573
"6997","X909711","X1007",-2.55743853441407,-1.0618171561148
"7411","X909770","X1007",-2.46372317091929,-1.0711845019087
"7462","X909777","X1007",-2.58664902846502,-1.06302338633438
"7512","X909784","X1007",-2.76634329306865,-1.32549270786678
"7535","X909904","X1007",-2.48613957944881,-0.96633482445797
"7701","X910566","X1007",-2.0832775860557,-1.20444341833361
"8785","X949093","X1007",-0.66719289697399,-0.522481053042706
