"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"220","X1240151","X1057",-1.31789756705991,-0.76537436087312
"419","X1240181","X1057",-0.608706659609032,-0.478034927034876
"800","X1290722","X1057",-1.62705987097002,-0.784988891537392
"815","X1290724","X1057",-1.9734787429315,-0.854408353713753
"914","X1290798","X1057",-1.7658517598677,-0.61223358553197
"922","X1290806","X1057",-1.91997301702959,-0.744579980688928
"1372","X1298358","X1057",-1.54800614140705,-0.376543646675023
"1659","X1322224","X1057",-1.87312692451792,-0.594158181026761
"1854","X1330964","X1057",-1.92491660108253,-0.671249513249158
"1954","X1331025","X1057",-1.24279856580887,-0.459138122775593
"1996","X1331034","X1057",-2.07021389951909,-0.957573515523654
"2198","X1480361","X1057",-1.42171786839937,-0.423441558549203
"2303","X1503369","X1057",-1.57615081374214,-0.705553287207789
"2375","X1524418","X1057",-2.34583789007363,-0.840529074068772
"2644","X687586","X1057",-2.05161727204594,-0.843337509847448
"2769","X687802","X1057",-1.63045313194123,-0.462865365388631
"2841","X687821","X1057",-1.85043338674955,-0.634268890123714
"2917","X688007","X1057",-1.39523361041919,-0.266547115761682
"3041","X688087","X1057",-1.51586982812975,-0.528878025754651
"3268","X724873","X1057",-1.68442293717623,-0.62503538172563
"3296","X735784","X1057",-1.88400580456733,-0.647446223384731
"3876","X753596","X1057",-1.18991429119562,-0.644836014519627
"3918","X753605","X1057",-1.56118988082357,-0.331922738975789
"4202","X905951","X1057",-1.46845171547735,-0.648604141090743
"4497","X905982","X1057",-1.82773754332741,-0.56742743022284
"4522","X905985","X1057",-2.2098635692182,-0.850608821345895
"4712","X906801","X1057",-1.58341849311347,-0.469706875225159
"4819","X906820","X1057",-1.93692124615119,-0.996431118027428
"5286","X906877","X1057",-1.77150225219759,-0.847949101632488
"5400","X907050","X1057",-1.8734359744988,-0.857655028192008
"5408","X907051","X1057",-1.78092286165358,-0.741022434667556
"5672","X907269","X1057",-1.87200414871968,-0.764212613156537
"6369","X908150","X1057",-2.03072780120906,-0.733197298680174
"6778","X909249","X1057",-1.68075532926953,-0.813184782958229
"6801","X909252","X1057",-1.93099013654212,-0.949577627157776
"7087","X909720","X1057",-2.08354734385336,-1.03031165799018
"7495","X909780","X1057",-2.02874751803628,-0.801593341424692
"7505","X909781","X1057",-2.17555172010328,-0.884705302291854
"8270","X924104","X1057",-2.20165840141178,-0.951003394744775
"8357","X924187","X1057",-1.22997086884889,-0.411340733480706
