"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"1106","X1297447","X53",-1.68685458533166,-0.778428858628058
"2078","X1331040","X53",-2.33238067573171,-1.11395490610947
"2531","X684681","X53",-1.6159225027448,-0.333018749755059
"2702","X687600","X53",-0.627807600812769,-0.511103576201026
"3201","X724859","X53",-1.26290135422589,-0.501437827272782
"3409","X753533","X53",-1.9326801992399,-0.615943676596515
"3586","X753559","X53",-1.89530420645148,-0.982579729252897
"4017","X753621","X53",-1.31458129423329,-0.899433477922034
"4134","X905941","X53",-1.27709676205403,-0.611500609043993
"4454","X905977","X53",-1.24253722882046,-0.532458667431119
"5684","X907269","X53",-1.11595871316805,-0.51385203082381
"6059","X907786","X53",-2.23066576884242,-1.04703633884283
"6554","X908452","X53",-2.41461920412626,-0.890597889610373
"6736","X908481","X53",-1.14740494870202,-0.329333891636795
"7052","X909715","X53",-2.05993938527261,-1.01534974327862
"7844","X910780","X53",-1.70725506173376,-0.763464264752792
