"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"10","X1240122","X1006",-1.39159851814277,-0.354066556652107
"319","X1240162","X1006",-1.36804088488979,-0.229697975596274
"339","X1240167","X1006",-0.670413832494666,-0.448920349719648
"531","X1240192","X1006",-0.952762458140333,-0.387988478316039
"955","X1290810","X1006",-0.551056875748004,-0.212922955967102
"1033","X1295740","X1006",-1.53988667076119,-0.725278424148215
"1371","X1298358","X1006",-1.53125366746457,-0.0277443659207943
"1377","X1298359","X1006",-0.729154534226183,-0.276204686442054
"1450","X1298534","X1006",0.479816275827373,0.0993663025509168
"1658","X1322224","X1006",-0.423712059063981,-0.244707836799403
"1812","X1330943","X1006",-0.224320265340238,-0.253257363943743
"1933","X1330991","X1006",-0.870111457890886,-0.390168346039215
"2219","X1480372","X1006",-1.40708287511464,-0.110642026430899
"2250","X1503362","X1006",-0.906391241628987,-0.297636303501742
"2343","X1524415","X1006",-1.41105162948708,-0.664864668519126
"2730","X687787","X1006",-1.12263372497343,-0.426387565439619
"2804","X687814","X1006",-0.280183267283245,-0.0722327524131619
"2946","X688014","X1006",0.332351965821273,0.144558836218635
"3294","X735784","X1006",-1.09776334335232,-0.219423292933521
"3429","X753536","X1006",-1.00522586225918,-0.291668821105283
"3447","X753539","X1006",-0.439648331567248,-0.291835838942258
"3666","X753569","X1006",-0.602516008761127,-0.425846542569064
"3856","X753595","X1006",-0.590343457411678,-0.0411399283126985
"4199","X905951","X1006",-0.580661111911821,-0.309279013442513
"4275","X905961","X1006",0.188615705844597,-0.18106451515042
"4298","X905964","X1006",-0.104380406801583,-0.290366575881678
"4471","X905980","X1006",-0.524084831584296,-0.349459019096245
"4751","X906807","X1006",-0.975857892793844,-0.479771038651652
"4992","X906839","X1006",-0.109176994340978,-0.240444670858965
"5002","X906841","X1006",-0.569134014298105,-0.432800285745575
"5102","X906852","X1006",-0.553816880039796,-0.222612895799929
"5209","X906869","X1006",-0.472759001570423,-0.345438481038253
"5609","X907171","X1006",-0.700473860200809,-0.27119979573734
"5814","X907285","X1006",-1.3089189115286,-0.204806987396607
"6177","X908122","X1006",-0.208265983268823,0.0569757228700506
"6256","X908132","X1006",-0.582999735805007,-0.821014062035047
"6510","X908449","X1006",-0.543391840594896,-0.241969096441291
"7424","X909773","X1006",-1.94808117209491,-0.451613619524612
"7735","X910687","X1006",-1.41830019114579,-0.552918631326464
"7776","X910691","X1006",-0.20298326858204,-0.151176484120221
"8784","X949093","X1006",1.17537349404798,0.475476047221587
"8964","X949168","X1006",-0.0759331691368723,-0.261509511127421
