"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"543","X1240193","X127",-0.553942649019713,-0.188892390230311
"1670","X1323913","X127",0.0798905399169255,-0.322078454501874
"2095","X1331048","X127",-1.25121171171543,-0.225733827664022
"2535","X687448","X127",-0.541239002884189,0.136985202961505
"2908","X688006","X127",0.220185101718153,0.122443780644105
"2977","X688021","X127",0.714083085687422,0.340674151637166
"3207","X724863","X127",0.591148659534127,0.271084700628363
"3517","X753551","X127",0.650272665122207,0.292092007729287
"3532","X753552","X127",-0.42548587537443,0.1231411335313
"4243","X905958","X127",-0.0604163002296883,-0.368909483305328
"4461","X905978","X127",-0.992487919523633,-0.0505408595592216
"4598","X906746","X127",0.00862475089454333,-0.177602079114794
"4761","X906808","X127",-0.215445685690509,0.133512499282498
"4957","X906836","X127",-0.284930800560421,-0.336209894926492
"5353","X907044","X127",0.467487708571935,-0.191657620175994
"7649","X910545","X127",-1.02984300254482,-0.298710050486549
"7704","X910566","X127",-0.796622929942623,-0.341158955775494
"7738","X910687","X127",-0.0462620431486404,-0.069696881395487
"7783","X910691","X127",0.653746280344736,0.101807443284699
"7797","X910692","X127",0.240440968549566,0.224294950263836
"8703","X946368","X127",-1.61370627063993,-0.175367263369259
"8978","X949170","X127",0.618471240666981,0.117470472829338
