"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"336","X1240166","X197",-1.7652973794564,-0.977870863595082
"546","X1240193","X197",-1.86769945615709,-1.0050770122718
"728","X1240221","X197",-1.95488058574575,-0.852769685062086
"778","X1247873","X197",-1.53560339417509,-0.785174213497872
"1068","X1297439","X197",-1.44608895404283,-0.533544670822308
"1318","X1298351","X197",-1.99143511177983,-0.941515217973315
"1532","X1299062","X197",-1.98055655319177,-0.906090853974044
"1594","X1299081","X197",-2.42727558805418,-0.934262656264325
"1830","X1330947","X197",-2.11013948352185,-1.25062259951076
"1947","X1330995","X197",-1.67263217475057,-0.688614044063592
"2023","X1331036","X197",-2.12175218592218,-1.36458073803872
"2497","X684062","X197",-1.79830218521833,-0.911973719424709
"2688","X687596","X197",-1.88783189291699,-0.881226621362036
"3195","X724859","X197",-1.99822332601302,-0.963769313258386
"3404","X753533","X197",-2.05264891909538,-0.920298647842282
"3635","X753564","X197",-1.67907764837596,-0.824553282793565
"3760","X753581","X197",-1.85918154710676,-0.762475806141921
"3865","X753595","X197",-1.50232536474491,-0.930482248210005
"4308","X905964","X197",-1.81717792242779,-1.02171353997864
"4630","X906765","X197",-1.67053958702478,-0.915061653597602
"4691","X906795","X197",-1.46552065310561,-0.827913815242244
"5009","X906841","X197",-1.6106651798093,-0.735753721032322
"5297","X906877","X197",-1.49912795871669,-1.03474054123376
"5346","X907043","X197",-2.23080372748873,-0.986633051916756
"5475","X907061","X197",-1.84349226037509,-1.00607694365912
"5863","X907291","X197",-1.74674751537153,-0.892862322385304
"6124","X907794","X197",-1.49110780484653,-1.08431630375026
"6306","X908142","X197",-1.73869964192656,-1.06866106931181
"6726","X908476","X197",-1.88757640135211,-0.76968469588256
"7672","X910548","X197",-1.58970595925051,-0.950499424870357
"8064","X910926","X197",-1.80326225986876,-1.15546099475295
"8207","X910948","X197",-1.71333927562193,-0.671190520560394
"8466","X925339","X197",-1.56411852669279,-0.819154042558586
"8860","X949157","X197",-1.91954620134778,-0.830462431483876
"8885","X949160","X197",-1.79310696713665,-0.964189764533426
