"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"215","X1240150","X301",0.396098315815015,0.332791540378055
"278","X1240157","X301",-0.175171497181626,0.652678902952107
"986","X1290814","X301",1.14076805835135,0.712206267925841
"1030","X1290922","X301",0.63430269460211,0.440470496010888
"1557","X1299070","X301",-0.534901026671478,-0.0297881694090029
"1708","X1327768","X301",-1.00516307753309,-0.53997632040909
"1762","X1327775","X301",-0.982523822392492,-0.411390383886776
"2376","X1524418","X301",0.225868952128738,0.42045351813205
"2576","X687459","X301",1.20275203531952,0.59181505627386
"2969","X688018","X301",-0.342619784230719,0.245663249333064
"3506","X753548","X301",-0.923942007549318,-0.490161846924555
"3526","X753551","X301",1.12007147910115,0.340228059412382
"3695","X753573","X301",-0.478572105306306,0.126516352882636
"4288","X905962","X301",-0.675709291091542,0.018677452086732
"4355","X905969","X301",-0.208523710283284,0.486086996684643
"4683","X906794","X301",0.0517755787389949,0.28792218333291
"5582","X907073","X301",-0.700626750172342,-0.0790180437871737
"5940","X907313","X301",-0.0220859404380926,0.322105307658477
"5993","X907321","X301",0.240160672731728,0.194126137791891
"6076","X907788","X301",-0.575068667371886,0.141518480231538
"6227","X908127","X301",0.278473950732556,0.247794305909508
"6314","X908143","X301",-0.950697586294392,-0.308890471758457
"6734","X908481","X301",0.23568985855306,0.276251039374122
"6746","X908482","X301",1.1286922816465,0.469341367870811
"7217","X909736","X301",0.397174679245999,0.490369117553144
"7658","X910545","X301",-1.27738226406767,-0.433600930698095
"7945","X910904","X301",0.838472597380361,0.456813271260398
"8226","X910952","X301",1.0448698023576,0.6346993557255
"8268","X924102","X301",-0.0708702157712466,0.371631277962555
"8439","X924247","X301",-0.108680997960809,0.070082365051487
"8890","X949160","X301",-0.506492826237886,-0.183761410166289
"9057","X949177","X301",0.379165498363171,0.008812502368557
