"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"1608","X1303896","X71",0.308575265899232,0.0290272912735461
"1950","X1330995","X71",0.698114127585813,0.499555873545658
"2123","X1331050","X71",0.893490669585819,0.340817739124873
"2924","X688007","X71",0.755885941129277,0.707840693592801
"3375","X749716","X71",1.21508652928757,0.723325140528819
"3651","X753565","X71",0.0611412626445195,0.286800542989467
"3727","X753577","X71",1.14565268934963,0.312910489065503
"3855","X753594","X71",1.00649503656094,0.496467389626872
"4039","X753623","X71",1.03694115781692,0.417050961915492
"4377","X905970","X71",1.27740259060471,0.963698406514286
"6039","X907783","X71",-0.49685813461117,-0.0805762496504012
"6102","X907791","X71",0.817472425602224,0.392095861096958
"7566","X909974","X71",1.34389526985074,0.736653023169158
"7632","X910401","X71",-0.135040133578722,0.241305313983769
"8144","X910937","X71",-0.051641624853977,0.452028544720234
"8162","X910943","X71",1.49017678685604,0.633650179907364
"8293","X924106","X71",1.0548599526375,0.565007445649721
"8397","X924238","X71",0.822620137609083,0.336924386918307
"8986","X949170","X71",0.942115481617184,0.696579929403476
"9080","X949179","X71",0.358680089656812,0.715771858539061
