"","COSMIC_ID","DRUG_ID","IC50_Normal","pre"
"5","X1240121","X1199",0.419670377878934,0.398515241281137
"38","X1240125","X1199",0.795520580445288,0.706249307103507
"173","X1240144","X1199",0.657795433307992,0.579111265543556
"181","X1240145","X1199",0.573481820203633,0.248737154931462
"190","X1240146","X1199",0.361311291408181,0.471659778477057
"271","X1240157","X1199",0.674898920869195,0.402520049548742
"347","X1240168","X1199",0.546303763657432,0.383308322293649
"386","X1240173","X1199",0.671777357548587,0.365937236254183
"463","X1240185","X1199",0.458695600384447,0.398495894719813
"745","X1240223","X1199",0.834593781980246,0.44556462309252
"1246","X1298219","X1199",0.854026696684209,0.422511733785797
"1418","X1298526","X1199",0.885784350667136,0.432760126790171
"1548","X1299070","X1199",0.0987714463726143,0.147158104652863
"1680","X1327765","X1199",0.311600527529859,0.247518516497331
"1857","X1330964","X1199",0.228735980878586,0.338184183569954
"2094","X1331048","X1199",0.658039854778746,0.284162497669728
"2171","X1479995","X1199",0.842801185236244,0.480742806869665
"2264","X1503364","X1199",0.797359697748219,0.441406742371529
"2466","X684057","X1199",0.646238114632911,0.228470957924591
"3036","X688086","X1199",0.293768601171522,0.331428264822926
"3365","X749716","X1199",0.596279511447698,0.594396140588
"3381","X749717","X1199",0.824777989377777,0.480334745078546
"3683","X753572","X1199",0.707740394708321,0.261063518308343
"4301","X905964","X1199",0.405461904679362,0.229414444285052
"4698","X906797","X1199",0.444285884993142,0.339142184689078
"4719","X906803","X1199",0.730269185384977,0.337434540163061
"4905","X906832","X1199",0.550388868561889,0.145157045413217
"5104","X906852","X1199",0.295693980963587,0.400564508742192
"5127","X906854","X1199",-0.564233875561161,0.260441750157986
"5136","X906855","X1199",0.143608420259388,0.00849504249610353
"5415","X907053","X1199",0.488273883163373,0.162886450472053
"5499","X907064","X1199",0.152547776217564,0.24013018524238
"5600","X907170","X1199",0.357338225019766,0.229502501616183
"5622","X907172","X1199",0.75674627145171,0.391660744401062
"5823","X907286","X1199",0.492607958031864,0.255896034353217
"5955","X907317","X1199",0.748813296420268,0.332593971233798
"6120","X907794","X1199",0.693679719828177,0.333328791054115
"6309","X908143","X1199",0.382229730715674,0.345433726355021
"6487","X908446","X1199",0.0863433886784538,0.496913625449449
"6884","X909697","X1199",0.822262074010521,0.385987126028458
"6919","X909701","X1199",0.51655928166831,0.160731599691603
"7112","X909722","X1199",0.315196560405412,0.143383056454319
"7317","X909753","X1199",0.775794219568017,0.385199465189764
"7834","X910780","X1199",0.583517957930622,0.337890657821443
"8235","X911905","X1199",0.810547228191635,0.516880530150019
"8247","X917486","X1199",0.885158757330576,0.543114717392944
"8359","X924187","X1199",0.783397205291671,0.639423601608744
"8450","X924250","X1199",0.838089053351529,0.58579131075155
"8546","X925348","X1199",0.797922040793979,0.339333958888389
"8746","X946373","X1199",0.994763341733636,0.498725431664301
"8910","X949163","X1199",0.642297002241157,0.185179910727437
