"","Cp","AICc","GCV","BIC"
"(Intercept)",-5.40700740221044,-5.66535487265602,-5.66535487265602,-3.84518355586831
"X1321N1_CENTRAL_NERVOUS_SYSTEM",-0.15196615983366,-0.15196615983366,-0.15196615983366,0
"X22RV1_PROSTATE",0,0,0,0
"X42MGBA_CENTRAL_NERVOUS_SYSTEM",0.921630875145708,0.921630875145708,0.921630875145708,0.263323107184488
"X5637_URINARY_TRACT",0,0,0,0
"X639V_URINARY_TRACT",1.20274561384568,1.20274561384568,1.20274561384568,0
"X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"X769P_KIDNEY",-0.80564826430198,-0.80564826430198,-0.80564826430198,-0.322259305720792
"X786O_KIDNEY",0,0,0,0
"X8305C_THYROID",0.125131348427212,0.125131348427212,0.125131348427212,0
"X8505C_THYROID",0,0,0,0
"X8MGBA_CENTRAL_NERVOUS_SYSTEM",0.326238987995783,0.326238987995783,0.326238987995783,0
"A172_CENTRAL_NERVOUS_SYSTEM",-0.39041102332373,-0.39041102332373,-0.39041102332373,0
"A204_SOFT_TISSUE",0.580130411043728,0.580130411043728,0.580130411043728,0.193376803681243
"A2058_SKIN",1.84249106304904,1.84249106304904,1.84249106304904,0.614163687683015
"A253_SALIVARY_GLAND",0.428125390218467,0.428125390218467,0.428125390218467,0.428125390218467
"A2780_OVARY",2.47439416108949,2.47439416108949,2.47439416108949,1.44339659396887
"A375_SKIN",0.161997145049357,0.161997145049357,0.161997145049357,0
"A549_LUNG",0,-0.142425471445423,-0.142425471445423,0
"A673_BONE",0.218550770917099,0.218550770917099,0.218550770917099,0
"ACHN_KIDNEY",0,0,0,0
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.01667119023113,1.01667119023113,1.01667119023113,0
"AN3CA_ENDOMETRIUM",0.82657032824953,0.82657032824953,0.82657032824953,0
"ASPC1_PANCREAS",0,0,0,0
"AU565_BREAST",0,0,0,0
"AZ521_STOMACH",0,0,0,0
"BCPAP_THYROID",0,0,0,0
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.816914292049876,0.816914292049876,0.816914292049876,0
"BFTC909_KIDNEY",0.564177343195015,0.564177343195015,0.564177343195015,0
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BT20_BREAST",-1.04934407806902,-1.04934407806902,-1.04934407806902,0
"BT474_BREAST",0,0,0,0
"BT549_BREAST",0.286047298390869,0.286047298390869,0.286047298390869,0
"BXPC3_PANCREAS",0.11814322150337,0.11814322150337,0.11814322150337,0
"C2BBE1_LARGE_INTESTINE",0,0,0,0
"C32_SKIN",2.28433080242733,2.28433080242733,2.28433080242733,0.285541350303416
"C3A_LIVER",3.32922454166574,3.51418146064717,3.51418146064717,1.66461227083287
"CAKI2_KIDNEY",-0.833659655697285,-0.833659655697285,-0.833659655697285,-0.277886551899095
"CAL12T_LUNG",0,0,0,0
"CAL27_UPPER_AERODIGESTIVE_TRACT",0.244390538076274,0.244390538076274,0.244390538076274,0
"CAL78_BONE",0.785496799664772,0.785496799664772,0.785496799664772,0
"CAL851_BREAST",0.115769746755148,0.115769746755148,0.115769746755148,0
"CALU1_LUNG",-0.127011843841487,-0.127011843841487,-0.127011843841487,0
"CALU3_LUNG",-0.550786373075771,-0.550786373075771,-0.550786373075771,0
"CALU6_LUNG",-0.939213911461842,-0.939213911461842,-0.939213911461842,0
"CAMA1_BREAST",0,0,0,0
"CAPAN2_PANCREAS",0,0,0,0
"CAS1_CENTRAL_NERVOUS_SYSTEM",-0.124157922411205,-0.124157922411205,-0.124157922411205,0
"CCK81_LARGE_INTESTINE",0,0,0,0
"CHL1_SKIN",0,0,0,0
"CHP212_AUTONOMIC_GANGLIA",2.1911008741896,2.1911008741896,2.1911008741896,0.168546221091507
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.530704563758539,-0.707606085011385,-0.707606085011385,0
"COLO201_LARGE_INTESTINE",0,0,0,0
"COLO205_LARGE_INTESTINE",0.171163295779876,0.171163295779876,0.171163295779876,0.171163295779876
"COLO320_LARGE_INTESTINE",-2.72928532191883,-2.72928532191883,-2.72928532191883,0
"COLO678_LARGE_INTESTINE",0.645022367993571,0.645022367993571,0.645022367993571,0
"COLO679_SKIN",0,0,0,0
"COLO741_SKIN",-1.20710716544833,-1.20710716544833,-1.20710716544833,0
"CORL105_LUNG",-1.23239819974961,-1.23239819974961,-1.23239819974961,0
"CORL23_LUNG",-0.606899806673107,-0.758624758341383,-0.758624758341383,0
"COV318_OVARY",-1.31192554434265,-1.31192554434265,-1.31192554434265,-1.12450760943656
"COV504_OVARY",-0.133110250636013,-0.133110250636013,-0.133110250636013,0
"DAOY_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",-0.12466475640195,-0.12466475640195,-0.12466475640195,0
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",2.25837828278237,2.25837828278237,2.25837828278237,2.25837828278237
"DETROIT562_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"DKMG_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DMS114_LUNG",-1.5428186862247,-1.5428186862247,-1.5428186862247,-0.385704671556176
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"DU145_PROSTATE",0,0,0,0
"DV90_LUNG",1.20581270010471,1.20581270010471,1.20581270010471,1.0335537429469
