"","Cp","AICc","GCV","BIC"
"(Intercept)",-4.00910904041528,-4.18112965980557,-4.18112965980557,-2.48811599800853
"X1321N1_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"X22RV1_PROSTATE",0,0,0,0
"X42MGBA_CENTRAL_NERVOUS_SYSTEM",0.789740164520833,0.789740164520833,0.789740164520833,0.131623360753472
"X5637_URINARY_TRACT",0,0,0,0
"X639V_URINARY_TRACT",0.789959974437709,0.789959974437709,0.789959974437709,0
"X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"X769P_KIDNEY",-0.64902919481797,-0.64902919481797,-0.64902919481797,-0.324514597408985
"X786O_KIDNEY",0,0,0,0
"X8305C_THYROID",0.127720215756818,0.127720215756818,0.127720215756818,0
"X8505C_THYROID",0,0,0,0
"X8MGBA_CENTRAL_NERVOUS_SYSTEM",0.831358035133369,0.831358035133369,0.831358035133369,0
"A172_CENTRAL_NERVOUS_SYSTEM",-0.261587827656082,-0.261587827656082,-0.261587827656082,0
"A204_SOFT_TISSUE",0.187706998911071,0.187706998911071,0.187706998911071,0
"A2058_SKIN",1.86710154483003,2.02269334023253,2.02269334023253,0.622367181610009
"A253_SALIVARY_GLAND",0.145697686149732,0.145697686149732,0.145697686149732,0.145697686149732
"A2780_OVARY",2.69105053869945,2.69105053869945,2.69105053869945,1.65603110073812
"A375_SKIN",0.329400992302656,0.329400992302656,0.329400992302656,0.164700496151328
"A549_LUNG",0,0,0,0
"A673_BONE",0,0,0,0
"ACHN_KIDNEY",0,0,0,0
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.03356594057696,1.03356594057696,1.03356594057696,0
"AN3CA_ENDOMETRIUM",0.832440122572661,0.832440122572661,0.832440122572661,0
"ASPC1_PANCREAS",-0.125481611120418,-0.250963222240836,-0.250963222240836,0
"AU565_BREAST",0,0,0,0
"AZ521_STOMACH",0,0,0,0
"BCPAP_THYROID",0,0,0,0
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.328058391475916,0.328058391475916,0.328058391475916,0
"BFTC909_KIDNEY",0.285426081153428,0.285426081153428,0.285426081153428,0
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BT20_BREAST",-1.3818288659604,-1.3818288659604,-1.3818288659604,-0.153536540662267
"BT474_BREAST",0,0,0,0
"BT549_BREAST",0.286295909711585,0.429443864567378,0.429443864567378,0
"BXPC3_PANCREAS",0.118899643002691,0.118899643002691,0.118899643002691,0.118899643002691
"C2BBE1_LARGE_INTESTINE",-1.83740827354851,-1.83740827354851,-1.83740827354851,0
"C32_SKIN",2.17106788440457,2.17106788440457,2.17106788440457,0.289475717920609
"C3A_LIVER",3.12994892179457,3.12994892179457,3.12994892179457,1.65703178212654
"CAKI2_KIDNEY",-1.10612429508084,-1.10612429508084,-1.10612429508084,-0.553062147540419
"CAL12T_LUNG",0,0,0,0
"CAL27_UPPER_AERODIGESTIVE_TRACT",0.249225470829185,0.249225470829185,0.249225470829185,0.124612735414593
"CAL78_BONE",0.654595842580078,0.785515011096093,0.785515011096093,0
"CAL851_BREAST",0.354700613884338,0.354700613884338,0.354700613884338,0
"CALU1_LUNG",0,0,0,0
"CALU3_LUNG",0,0,0,0
"CALU6_LUNG",-0.573172614328828,-0.764230152438438,-0.764230152438438,0
"CAMA1_BREAST",0,0,0,0
"CAPAN2_PANCREAS",0,0,0,0
"CAS1_CENTRAL_NERVOUS_SYSTEM",-0.125363366264963,-0.125363366264963,-0.125363366264963,0
"CCK81_LARGE_INTESTINE",0,0,0,0
"CHL1_SKIN",0,0,0,0
"CHP212_AUTONOMIC_GANGLIA",2.22395676345498,2.39503036064383,2.39503036064383,0.513220791566534
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.544495315166729,-0.544495315166729,-0.544495315166729,0
"COLO201_LARGE_INTESTINE",0.609122668261332,0.761403335326665,0.761403335326665,0.152280667065333
"COLO205_LARGE_INTESTINE",1.45816123080839,1.45816123080839,1.45816123080839,0.648071658137061
"COLO320_LARGE_INTESTINE",-2.71619396836874,-2.71619396836874,-2.71619396836874,0
"COLO678_LARGE_INTESTINE",0,0,0,0
"COLO679_SKIN",0.161888668395316,0.161888668395316,0.161888668395316,0
"COLO741_SKIN",-1.22503568140139,-1.22503568140139,-1.22503568140139,0
"CORL105_LUNG",-1.10494474757419,-1.10494474757419,-1.10494474757419,0
"CORL23_LUNG",-0.308089137495235,-0.462133706242852,-0.462133706242852,0
"COV318_OVARY",-1.2787163585124,-1.2787163585124,-1.2787163585124,-1.2787163585124
"COV504_OVARY",-0.271812312376099,-0.407718468564149,-0.407718468564149,0
"DAOY_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",0,-0.12642841238396,-0.12642841238396,0
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",3.03781660062767,3.03781660062767,3.03781660062767,2.53151383385639
"DETROIT562_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"DKMG_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DMS114_LUNG",-1.34120039150232,-1.34120039150232,-1.34120039150232,-0.574800167786711
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"DU145_PROSTATE",0,0,0,0
"DV90_LUNG",1.18838570580684,1.18838570580684,1.18838570580684,1.18838570580684
"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.51119217126886,-0.51119217126886,-0.51119217126886,-0.127798042817215
