"","Cp","AICc","GCV","BIC"
"(Intercept)",-3.89581325301859,-3.95646726837789,-3.95646726837789,-2.85098650719171
"X1321N1_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"X22RV1_PROSTATE",0,0,0,0
"X42MGBA_CENTRAL_NERVOUS_SYSTEM",1.04633469854007,1.04633469854007,1.04633469854007,0.261583674635017
"X5637_URINARY_TRACT",0,0,0,0
"X639V_URINARY_TRACT",0.966730838980517,0.966730838980517,0.966730838980517,0.386692335592207
"X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"X769P_KIDNEY",-0.645620407891235,-0.645620407891235,-0.645620407891235,-0.322810203945618
"X786O_KIDNEY",0,0,0,0
"X8305C_THYROID",0.250116641128443,0.250116641128443,0.250116641128443,0
"X8505C_THYROID",0,0,0,0
"X8MGBA_CENTRAL_NERVOUS_SYSTEM",0.336130374536251,0.336130374536251,0.336130374536251,0
"A172_CENTRAL_NERVOUS_SYSTEM",-0.260362599804741,-0.260362599804741,-0.260362599804741,0
"A204_SOFT_TISSUE",0.18488638362372,0.18488638362372,0.18488638362372,0.18488638362372
"A2058_SKIN",1.84594246847156,1.84594246847156,1.84594246847156,0.615314156157185
"A253_SALIVARY_GLAND",0.291735555552058,0.291735555552058,0.291735555552058,0.291735555552058
"A2780_OVARY",1.25744988732901,1.25744988732901,1.25744988732901,0.628724943664507
"A375_SKIN",0.647047368769768,0.647047368769768,0.647047368769768,0.161761842192442
"A549_LUNG",-0.143408037777628,-0.143408037777628,-0.143408037777628,0
"A673_BONE",0,0,0,0
"ACHN_KIDNEY",0,0,0,0
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"AN3CA_ENDOMETRIUM",1.01196905836533,1.01196905836533,1.01196905836533,0.202393811673066
"ASPC1_PANCREAS",-0.124320777927632,-0.124320777927632,-0.124320777927632,0
"AU565_BREAST",0,0,0,0
"AZ521_STOMACH",0,0,0,0
"BCPAP_THYROID",0,0,0,0
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BFTC909_KIDNEY",0.564479707470966,0.564479707470966,0.564479707470966,0
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
