"","Cp","AICc","GCV","BIC"
"(Intercept)",-5.94594594215839,-5.77842045472097,-5.77842045472097,-3.15112050424972
"X1321N1_CENTRAL_NERVOUS_SYSTEM",-0.302025539068696,-0.302025539068696,-0.302025539068696,0
"X22RV1_PROSTATE",-0.223185345967389,-0.223185345967389,-0.223185345967389,0
"X42MGBA_CENTRAL_NERVOUS_SYSTEM",1.0374663608599,1.0374663608599,1.0374663608599,0.259366590214974
"X5637_URINARY_TRACT",0.262059718132684,0.262059718132684,0.262059718132684,0
"X639V_URINARY_TRACT",0.976914501657018,0.976914501657018,0.976914501657018,0.195382900331404
"X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"X769P_KIDNEY",-1.15568664292252,-1.15568664292252,-1.15568664292252,-0.495294275538225
"X786O_KIDNEY",0,0,0,0
"X8305C_THYROID",0.247288233384756,0.247288233384756,0.247288233384756,0
"X8505C_THYROID",0,0,0,0
"X8MGBA_CENTRAL_NERVOUS_SYSTEM",0.650851016500248,0.650851016500248,0.650851016500248,0
"A172_CENTRAL_NERVOUS_SYSTEM",-0.257282198549892,-0.257282198549892,-0.257282198549892,0
"A204_SOFT_TISSUE",0.372809871108758,0.372809871108758,0.372809871108758,0.372809871108758
"A2058_SKIN",1.86737467953114,1.86737467953114,1.86737467953114,0.622458226510381
"A253_SALIVARY_GLAND",0,0,0,0
"A2780_OVARY",2.46321135920794,2.46321135920794,2.46321135920794,1.4368732928713
"A375_SKIN",0.667993590105202,0.667993590105202,0.667993590105202,0.166998397526301
"A549_LUNG",0,0,0,0
"A673_BONE",0.646027648828702,0.646027648828702,0.646027648828702,0.430685099219135
"ACHN_KIDNEY",0,0,0,0
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.18397817134715,1.18397817134715,1.18397817134715,0
"AN3CA_ENDOMETRIUM",0.647706811632901,0.647706811632901,0.647706811632901,0
"ASPC1_PANCREAS",-0.125097923480734,-0.125097923480734,-0.125097923480734,0
"AU565_BREAST",0,0,0,0
"AZ521_STOMACH",0,0,0,0
"BCPAP_THYROID",0.273682964169961,0.273682964169961,0.273682964169961,0
"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.161546632707992,0.161546632707992,0.161546632707992,0
"BFTC909_KIDNEY",0.702086028796036,0.702086028796036,0.702086028796036,0.140417205759207
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"BT20_BREAST",-1.21379478020418,-1.21379478020418,-1.21379478020418,0
"BT474_BREAST",0,0,0,0
"BT549_BREAST",0.425570444536243,0.425570444536243,0.425570444536243,0
"BXPC3_PANCREAS",0.118896957005298,0.118896957005298,0.118896957005298,0.118896957005298
"C2BBE1_LARGE_INTESTINE",-1.49153293083669,-1.49153293083669,-1.49153293083669,0
"C32_SKIN",0,0,0,0
"C3A_LIVER",3.69138500522004,3.69138500522004,3.69138500522004,1.66112325234902
"CAKI2_KIDNEY",-0.82888498102799,-0.82888498102799,-0.82888498102799,-0.552589987351993
"CAL12T_LUNG",0.136354565492538,0.136354565492538,0.136354565492538,0
"CAL27_UPPER_AERODIGESTIVE_TRACT",0.247956678539052,0.247956678539052,0.247956678539052,0.123978339269526
"CAL78_BONE",0.77099719266621,0.77099719266621,0.77099719266621,0
"CAL851_BREAST",0.351690746852479,0.351690746852479,0.351690746852479,0
"CALU1_LUNG",0,0,0,0
"CALU3_LUNG",-0.556041880657797,-0.556041880657797,-0.556041880657797,0
"CALU6_LUNG",-0.948131964058052,-0.948131964058052,-0.948131964058052,0
"CAMA1_BREAST",0,0,0,0
"CAPAN2_PANCREAS",0,0,0,0
"CAS1_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"CCK81_LARGE_INTESTINE",0,0,0,0
"CHL1_SKIN",0.182887516592435,0.182887516592435,0.182887516592435,0
"CHP212_AUTONOMIC_GANGLIA",1.83173527512773,1.83173527512773,1.83173527512773,0.166521388647975
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.698952929487236,-0.698952929487236,-0.698952929487236,0
"COLO201_LARGE_INTESTINE",0.763757917508537,0.763757917508537,0.763757917508537,0.152751583501707
"COLO205_LARGE_INTESTINE",1.79240268443764,1.79240268443764,1.79240268443764,0.65178279434096
"COLO320_LARGE_INTESTINE",-2.90471816978296,-2.90471816978296,-2.90471816978296,0
"COLO678_LARGE_INTESTINE",0.646174512109178,0.646174512109178,0.646174512109178,0
"COLO679_SKIN",0.162637550263412,0.162637550263412,0.162637550263412,0
"COLO741_SKIN",-1.40789800572705,-1.40789800572705,-1.40789800572705,0
"CORL105_LUNG",-1.56466782518877,-1.56466782518877,-1.56466782518877,0
"CORL23_LUNG",0,0,0,0
"COV318_OVARY",-1.26505780442941,-1.26505780442941,-1.26505780442941,-1.26505780442941
"COV504_OVARY",-0.266591555928886,-0.266591555928886,-0.266591555928886,0
"DAOY_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",2.81911048028096,2.81911048028096,2.81911048028096,2.3065449384117
"DETROIT562_UPPER_AERODIGESTIVE_TRACT",-0.127691244501286,-0.127691244501286,-0.127691244501286,0
"DKMG_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
