"","x"
"1",-0.41762076461503
"2",-0.05724446529967
"3",0.0256483799352701
"4",-0.421568791303045
"5",-0.205523425622109
"6",-0.370772755543159
"7",-0.12374029715348
"8",-0.0232435046039963
"9",-0.038838553656064
"10",0.0322502779421677
"11",-0.367956889034975
"12",0.316180636498868
"13",-0.220834135279771
"14",-0.403634626237705
"15",-0.545848308054742
"16",-0.346407378338056
"17",-0.48633465631416
"18",-0.564049652973542
"19",-0.612368126603949
"20",-0.375211340946378
"21",-0.202823665827937
"22",-0.178538499608871
"23",-0.178538499608871
"24",-0.50466838316359
"25",-0.337943404733377
"26",-0.534407163918609
"27",-0.0150125541621563
"28",0.0981488685376725
