"","x"
"1",0.00357229999503594
"2",-0.357554989728126
"3",-0.152190145520569
"4",-0.273592929207777
"5",-0.438957507798829
"6",-0.130769649500561
"7",-0.0415373800338413
"8",-0.0038196221494885
"9",0.0151029420144414
"10",-0.0270008590805344
"11",-0.121068779824666
"12",-0.195872525686384
"13",-0.578662334267063
"14",-0.207534687155539
"15",-0.225152959662906
"16",-0.372737076229298
"17",-0.421475382002178
"18",-0.574071129786415
"19",-0.619123770365872
"20",-0.178238423079578
"21",-0.411367835845691
"22",-0.278891779233982
"23",-0.388843205326701
"24",0.161280149764954
"25",-0.438957507798829
"26",-0.287764648973297
