"","x"
"1",0.0494117599027796
"2",0.0569778429032014
"3",-0.0123311468662147
"4",-0.239466429086911
"5",-0.118233693015317
"6",0.172418978496426
"7",0.00519111293326568
"8",-0.0702934777760996
"9",-0.225531092105901
"10",-0.0989998271819766
"11",-0.173406658077964
"12",-0.339029437329419
"13",-0.397498451629661
"14",-0.150542416621143
"15",-0.318207464272841
"16",-0.359927483394528
"17",-0.200191623909656
"18",-0.339029437329419
"19",-0.339440421781782
"20",-0.411320040381787
"21",-0.57858873648515
"22",-0.200191623909656
"23",0.160515771452411
"24",-0.328566316617821
"25",-0.388057275259104
