"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,"X1240128",1,0.205609102132617,0.319185182501083,0.474323921464716,0.474323921464716,0.163228665346878,0.205609102132617
"4",2,"X1240181",1,0.277348093339354,0.256482989748633,0.287418997825622,0.287418997825622,0.293722623298856,0.277348093339354
"5",3,"X1240182",1,0.238395362214562,0.361885275441949,0.489397268758848,0.489397268758848,0.306143160804862,0.238395362214562
"6",4,"X1240193",1,0.0806668210300581,0.242315354579671,0.249399288287958,0.249399288287958,0.21937311141461,0.0806668210300581
"7",5,"X1298352",1,0.496332778668009,0.0419616486805562,0.062065968542699,0.062065968542699,0.0127648407571257,0.496332778668009
"8",6,"X1299075",1,0.464100414957868,0.406419591038806,0.58887330922065,0.58887330922065,0.183161394812313,0.464100414957868
"9",7,"X1322224",1,0.284070570575015,0.12889143398085,0.155450114842868,0.155450114842868,0.0470926404971306,0.284070570575015
"10",8,"X1330942",1,0.583152899776592,0.0871456156062018,0.194577775155707,0.194577775155707,0.0942232193933357,0.583152899776592
"11",9,"X1330982",1,0.170727058186222,0.0924275060859123,0.0602330212914679,0.0602330212914679,0.121146770644087,0.170727058186222
"12",10,"X1331025",1,0.751572698433908,0.0805101107723467,0.0192362752112384,0.0192362752112384,0.117475662303891,0.751572698433908
"13",11,"X687590",1,0.649168112856751,0.200653254181031,0.206400802884016,0.206400802884016,0.137740933533305,0.649168112856751
"14",12,"X687814",1,0.700260927735171,0.234832368555694,0.329111224908547,0.329111224908547,0.149501599959733,0.700260927735171
"15",13,"X688010",1,0.164977962207524,0.365876880989236,0.381574767261529,0.381574767261529,0.312215641262588,0.164977962207524
"16",14,"X753547",1,-0.184638448800665,0.255566954443744,0.270389073557779,0.270389073557779,0.240988979181643,-0.184638448800665
"17",15,"X753549",1,-0.0394326966431588,0.241107954045802,0.227688178013792,0.227688178013792,0.199017301118288,-0.0394326966431588
"18",16,"X753563",1,0.329345858852843,0.178339094060255,0.129290346789956,0.129290346789956,0.125948174257008,0.329345858852843
"19",17,"X753565",1,0.335998955862407,0.239539874112624,0.269529853255102,0.269529853255102,0.164405826502989,0.335998955862407
"20",18,"X753588",1,0.54656215576433,0.471511889383076,0.643350025084249,0.643350025084249,0.364523535048074,0.54656215576433
"21",19,"X905940",1,0.161863005471794,0.127582915163249,0.132529957774373,0.132529957774373,0.133155052242583,0.161863005471794
"22",20,"X905965",1,0.226830110464686,0.191114957885264,0.089865924969572,0.089865924969572,0.191134756333918,0.226830110464686
"23",21,"X905974",1,0.309715877259671,0.483120171109547,0.838522842025027,0.838522842025027,0.240778935632788,0.309715877259671
