"","drugs.i.","a"
"3","AEW541",0.473938851694224
"4","AZD0530",0.426812585625557
"5","AZD6244",0.325249940303272
"6","Erlotinib",0.351573104879192
"7","Irinotecan",0.629334793237416
"8","L-685458",0.253415847149933
"9","Lapatinib",0.245602844062154
"10","LBW242",0.282847869549477
"11","Nilotinib",0.456202716107515
"12","Nutlin-3",0.47369419868672
"13","Paclitaxel",0.665616206997862
"14","Panobinostat",0.434463717574409
"15","PD-0325901",0.126785069994872
"16","PD-0332991",0.391977673129275
"17","PF2341066",0.713192820446862
"18","PHA-665752",0.53440099419519
"19","PLX4720",0.164923158871462
"20","RAF265",0.208504782625399
"21","Sorafenib",0.600114052447634
"22","TAE684",0.615481251209344
"23","TKI258",0.477467779187523
"24","Topotecan",0.309234821201323
"25","X17-AAG",0.413156120135609
"26","ZD-6474",0.266772885253247
