"","drugs.i.","a"
"3","AEW541",0.481093517623632
"4","AZD0530",0.357049683258524
"5","AZD6244",0.239994981563796
"6","Erlotinib",0.343315678976224
"7","Irinotecan",0.748606065178058
"8","L-685458",0.454394451448264
"9","Lapatinib",0.340266182150643
"10","LBW242",0.256890451098536
"11","Nilotinib",0.444750711019139
"12","Nutlin-3",0.682690866638376
"13","Paclitaxel",0.578007096624129
"14","Panobinostat",0.511360780842308
"15","PD-0325901",0.268695590126259
"16","PD-0332991",0.479016961285487
"17","PF2341066",0.705859698373654
"18","PHA-665752",0.443272445916288
"19","PLX4720",0.326353382632364
"20","RAF265",0.220948051189526
"21","Sorafenib",0.351109578046303
"22","TAE684",0.283932342712822
"23","TKI258",0.457631809842607
"24","Topotecan",0.548132185273749
"25","X17-AAG",0.150660203179476
"26","ZD-6474",0.391482360713872
