"","drugs.i.","a"
"3","AEW541",0.668836228376778
"4","AZD0530",0.430738862590742
"5","AZD6244",0.372040532377643
"6","Erlotinib",0.503128427697302
"7","Irinotecan",0.72776821014159
"8","L-685458",0.809682447525765
"9","Lapatinib",0.592863542902246
"10","LBW242",0.58277284663706
"11","Nilotinib",0.748913041834733
"12","Nutlin-3",0.609008085111559
"13","Paclitaxel",0.236491887685852
"14","Panobinostat",0.567773469265838
"15","PD-0325901",0.284333802869397
"16","PD-0332991",0.908007230748606
"17","PF2341066",0.484142191350969
"18","PHA-665752",0.689825880604676
"19","PLX4720",0.359609310403909
"20","RAF265",0.7339989357011
"21","Sorafenib",0.568379392869032
"22","TAE684",0.67713890130038
"23","TKI258",0.513029846385791
"24","Topotecan",0.477615610541533
"25","X17-AAG",0.216521026083291
"26","ZD-6474",0.628153256413739
