"","drugs.i.","a"
"3","AEW541",0.55953028446557
"4","AZD0530",0.648152286030933
"5","AZD6244",0.340833668898605
"6","Erlotinib",0.549680972247484
"7","Irinotecan",0.578381819023752
"8","L-685458",0.709586024841493
"9","Lapatinib",0.24343853621235
"10","LBW242",0.557213950569218
"11","Nilotinib",0.866834912222497
"12","Nutlin-3",0.522188818632095
"13","Paclitaxel",0.547292478336502
"14","Panobinostat",0.508177747435403
"15","PD-0325901",0.109783789082994
"16","PD-0332991",0.778784714905352
"17","PF2341066",0.605849075613432
"18","PHA-665752",0.582651668245714
"19","PLX4720",0.0923250366665177
"20","RAF265",0.546657270420415
"21","Sorafenib",0.819686466058714
"22","TAE684",0.594098505912699
"23","TKI258",0.403899019633874
"24","Topotecan",0.315328098141834
"25","X17-AAG",0.44222228020353
"26","ZD-6474",0.535391247370787
