"","X","DRUG_ID","COSMIC_ID","IC50_Normal","dd_predict...2.","dd_real...2."
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",1,"X1018",683665,0.640919824890641,-0.598683308987047,0.640919824890641
"4",2,"X1024",683665,-1.53029019608492,-0.51477280379198,-1.53029019608492
"5",3,"X1259",683665,-0.153550324899705,0.235714734030426,-0.153550324899705
"6",4,"X1526",683665,-0.0160912775516656,-0.136977022080737,-0.0160912775516656
"7",5,"X164",683665,-0.790164450065125,-0.285713944015844,-0.790164450065125
"8",6,"X165",683665,1.53199547519286,-0.396744609663426,1.53199547519286
"9",7,"X175",683665,-0.69666679349486,-0.175505948557824,-0.69666679349486
"10",8,"X180",683665,-2.08842432628861,-0.125622153526847,-2.08842432628861
"11",9,"X231",683665,0.590238088867962,0.0122633770013363,0.590238088867962
"12",10,"X238",683665,-0.264285485157314,-0.178533310283938,-0.264285485157314
"13",11,"X258",683665,0.280836684226599,-0.49406501590278,0.280836684226599
"14",12,"X265",683665,0.215208226093762,-0.219294468378775,0.215208226093762
"15",13,"X293",683665,0.811315978980393,0.0807218210902417,0.811315978980393
"16",14,"X300",683665,-0.680825403817708,-0.49406501590278,-0.680825403817708
"17",15,"X34",683665,0.299391761897192,0.185683158530297,0.299391761897192
"18",16,"X346",683665,-2.33242410257292,-0.325431843129659,-2.33242410257292
"19",17,"X86",683665,-0.674090969698005,-0.0595016120263522,-0.674090969698005
"20",1,"X1028",683667,0.506852505106251,-0.0976983770474376,0.506852505106251
"21",2,"X1036",683667,0.365241618217574,0.406625904150636,0.365241618217574
"22",3,"X1042",683667,-0.0555231264885477,0.0993310991704306,-0.0555231264885477
"23",4,"X1050",683667,-0.19779321974658,-0.132771515288474,-0.19779321974658
"24",5,"X1052",683667,-0.0096405090514833,0.238912173021645,-0.0096405090514833
"25",6,"X1166",683667,-2.00366166124529,-0.284047577558945,-2.00366166124529
"26",7,"X1230",683667,-0.95564616223557,-0.0369625113724961,-0.95564616223557
"27",8,"X135",683667,-0.908121753031844,-0.16547965319886,-0.908121753031844
"28",9,"X1378",683667,-0.360796328235509,0.0671384163908514,-0.360796328235509
