"","X","DRUG_ID","COSMIC_ID","IC50_Normal","dd_predict...2.","dd_real...2."
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",1,"X1018",683665,0.640919824890641,-0.220997903138517,0.640919824890641
"4",2,"X1024",683665,-1.53029019608492,-0.222247558859902,-1.53029019608492
"5",3,"X1259",683665,-0.153550324899705,-0.351751955600647,-0.153550324899705
"6",4,"X1526",683665,-0.0160912775516656,-0.447666012221291,-0.0160912775516656
"7",5,"X165",683665,1.53199547519286,-0.812894064083559,1.53199547519286
"8",6,"X175",683665,-0.69666679349486,-0.531948628331455,-0.69666679349486
"9",7,"X180",683665,-2.08842432628861,-0.645636728698827,-2.08842432628861
"10",8,"X231",683665,0.590238088867962,-0.374433032675219,0.590238088867962
"11",9,"X238",683665,-0.264285485157314,-0.103830577037693,-0.264285485157314
"12",10,"X258",683665,0.280836684226599,-0.0950651152331164,0.280836684226599
"13",11,"X265",683665,0.215208226093762,-0.360885543644522,0.215208226093762
"14",12,"X293",683665,0.811315978980393,-0.168582376723334,0.811315978980393
"15",13,"X300",683665,-0.680825403817708,-0.314618865436211,-0.680825403817708
"16",14,"X34",683665,0.299391761897192,-0.137246499086946,0.299391761897192
"17",15,"X86",683665,-0.674090969698005,-0.280644453985312,-0.674090969698005
"18",1,"X1028",683667,0.506852505106251,0.0069654872792454,0.506852505106251
"19",2,"X1036",683667,0.365241618217574,0.622588306625691,0.365241618217574
"20",3,"X1042",683667,-0.0555231264885477,0.131269697092902,-0.0555231264885477
"21",4,"X1050",683667,-0.19779321974658,0.183697558739712,-0.19779321974658
"22",5,"X1052",683667,-0.0096405090514833,0.609952968782711,-0.0096405090514833
"23",6,"X1230",683667,-0.95564616223557,-0.141793820329426,-0.95564616223557
"24",7,"X135",683667,-0.908121753031844,-0.101626349933479,-0.908121753031844
"25",8,"X159",683667,0.347598940217349,0.441300659797321,0.347598940217349
"26",9,"X172",683667,0.302572477800194,-0.228837114404754,0.302572477800194
"27",10,"X173",683667,-0.115749201330318,0.026460251831895,-0.115749201330318
"28",11,"X179",683667,0.633382661148544,-0.157604299348058,0.633382661148544
