"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,"X1297447",1,0.196402172096948,0.306612096622092,0.425188483724513,0.425188483724513,0.195445672360077,0.196402172096948
"4",2,"X1330931",1,0.076770982958503,0.140363483433598,0.138470261940237,0.138470261940237,0.138527794963653,0.076770982958503
"5",3,"X1330943",1,0.330030553042384,0.187309047087243,0.105005329715131,0.105005329715131,0.163031786285468,0.330030553042384
"6",4,"X1331034",1,-0.0447811704972138,0.150725558841609,0.269746276877675,0.269746276877675,0.189775451097004,-0.0447811704972138
"7",5,"X1331038",1,-0.17314300958697,0.140153926325723,-0.00562765740772075,-0.00562765740772075,0.191303166169448,-0.17314300958697
"8",6,"X684055",1,0.474729970327277,0.23973071083715,0.339495157647022,0.339495157647022,0.213189554192531,0.474729970327277
"9",7,"X684681",1,0.769468961400693,0.109798338242284,0.198237082455622,0.198237082455622,0.069583341821173,0.769468961400693
"10",8,"X687807",1,0.0160509993878256,-0.107138222548005,-0.273298069979844,-0.273298069979844,-0.0314665300447347,0.0160509993878256
"11",9,"X753564",1,0.365416127388281,0.267780465116714,0.304900886759104,0.304900886759104,0.256388974565022,0.365416127388281
"12",10,"X753581",1,0.0491192808329879,0.259166683440518,0.162441904382755,0.162441904382755,0.235656382022568,0.0491192808329879
"13",11,"X753594",1,-0.110302090572835,0.195988335747748,0.110156634700708,0.110156634700708,0.22436514387069,-0.110302090572835
"14",12,"X753618",1,0.337195582785909,0.0980590691038776,0.0918245545442455,0.0918245545442455,0.219228598217971,0.337195582785909
"15",13,"X753621",1,-1.27773753058304,-0.173463955913845,-0.182418684223894,-0.182418684223894,-0.124674809390659,-1.27773753058304
"16",14,"X905955",1,0.506792074068395,0.51246529619382,0.96922954458507,0.96922954458507,0.394768995269438,0.506792074068395
"17",15,"X905977",1,0.454691330075844,0.300018456199907,0.254454184888184,0.254454184888184,0.280957161204303,0.454691330075844
"18",16,"X905980",1,-0.859903153596553,-0.0850061740866073,-0.0326192204430616,-0.0326192204430616,0.0237066049459991,-0.859903153596553
"19",17,"X906800",1,-0.5046480150047,0.130798534113044,0.136063585708821,0.136063585708821,0.180026252446609,-0.5046480150047
"20",18,"X906856",1,0.202199926977358,0.144075067132359,0.083701414825608,0.083701414825608,0.128011224672828,0.202199926977358
"21",19,"X906862",1,0.220039723596205,0.378993377023931,0.455532954755261,0.455532954755261,0.20125723795527,0.220039723596205
"22",20,"X907785",1,-1.10942478224848,-0.0914142898577706,-0.0978742822614986,-0.0978742822614986,-0.0331303308592505,-1.10942478224848
