"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,"X1240183",1,-0.57215357460856,-0.151389098861829,-0.129818646192732,-0.128435437710222,-0.159013416896484,-0.57215357460856
"4",2,"X1297449",1,0.0986470260523615,0.190840989109283,0.0713123775902157,0.064491857154639,0.194165192454093,0.0986470260523615
"5",3,"X1327766",1,0.127885487240299,0.285038207168813,0.35358116236824,0.351777981471927,0.197128417442498,0.127885487240299
"6",4,"X1327769",1,0.134434375349792,0.171601607647643,0.158871716459671,0.156229945239838,0.174337521514861,0.134434375349792
"7",5,"X1330933",1,0.0169495725254111,0.110417875730014,0.0500188249500169,0.0394815959539864,0.133069153327447,0.0169495725254111
"8",6,"X1331032",1,0.297141654417512,0.277349118073662,0.288453927442413,0.283280807335489,0.200708773426133,0.297141654417512
"9",7,"X1331037",1,-0.347562093523153,0.135652264702105,0.14311839955669,0.134773021229607,0.1538429766077,-0.347562093523153
"10",8,"X684072",1,-0.00626197248784268,0.288883309685106,0.492765679357227,0.492879323473845,0.221689388195598,-0.00626197248784268
"11",9,"X687804",1,0.355426900847879,0.338353031668039,0.310450508983148,0.312030465237586,0.298393679799819,0.355426900847879
"12",10,"X688007",1,0.537996445042542,0.396436444234828,0.434178809762264,0.436925237711108,0.306619608208201,0.537996445042542
"13",11,"X688086",1,0.257733867047032,0.133010888291578,-0.106038493179606,-0.10801727311585,0.212790788823844,0.257733867047032
"14",12,"X749715",1,-0.235557892555438,0.210073497975669,0.358894458414755,0.360180916690191,0.10684410665311,-0.235557892555438
"15",13,"X753532",1,0.708073125674934,-0.0271834968361546,-0.00907746875480653,-0.00569208153606349,-0.0456319387245936,0.708073125674934
"16",14,"X753583",1,-0.248532682097869,0.116541486967693,0.202629209202277,0.208030975122647,0.0713634003982774,-0.248532682097869
"17",15,"X753612",1,0.520762045119905,0.335758992936578,0.65491915033424,0.654241561629553,0.195653908211411,0.520762045119905
"18",16,"X905942",1,0.460139360877866,0.0224067395124765,0.0621475798444816,0.0697776049211688,0.0239060981440634,0.460139360877866
"19",17,"X906838",1,0.465013616434119,0.0499149773992278,-0.0198969267775847,-0.0257626744277274,0.137881686363897,0.465013616434119
"20",18,"X906844",1,0.190710591834256,0.443760427292591,0.691213506115059,0.693498138287405,0.310162079036612,0.190710591834256
"21",19,"X906877",1,0.583621682791197,0.0934722744787364,0.146406331081775,0.141968072547751,0.161450642326139,0.583621682791197
"22",20,"X908451",1,0.462412063025629,0.0784651538709269,-0.0180413163802419,-0.0235478768460796,0.097590410287506,0.462412063025629
