"","drugs.i.","a"
"3","17-AAG",-0.0236220058436536
"4","AEW541",0.0828528184801722
"5","AZD0530",0.189106854953483
"6","AZD6244",0.204793439621899
"7","Erlotinib",0.319744766176591
"8","Irinotecan",0.693823569035555
"9","L-685458",0.622999853477085
"10","Lapatinib",0.437567671288257
"11","LBW242",0.161011197651573
"12","Nilotinib",0.235638753472968
"13","Nutlin-3",0.341262485620083
"14","Paclitaxel",0.422037428041883
"15","Panobinostat",0.377392095415353
"16","PD-0325901",0.262801705972854
"17","PD-0332991",0.476763653443543
"18","PF2341066",0.264300839828412
"19","PHA-665752",0.448531634287781
"20","PLX4720",0.392974752631243
"21","RAF265",0.118666693457356
"22","Sorafenib",0.298273763200729
"23","TAE684",0.058943594930169
"24","TKI258",0.389336947454744
"25","Topotecan",0.0445415864546328
"26","ZD-6474",0.255282616228756
