"","Cp","AICc","GCV","BIC"
"(Intercept)",-0.362475124803907,-0.415301801689059,-0.415301801689059,-0.365198679125082
"PubchemFP0",0,0,0,0
"PubchemFP1",0,0,0,0
"PubchemFP2",0,0.000460504730913831,0.000460504730913831,0
"PubchemFP3",0,0,0,0
"PubchemFP4",0,0,0,0
"PubchemFP5",0,0,0,0
"PubchemFP6",0,0,0,0
"PubchemFP7",0,0,0,0
"PubchemFP8",0,0,0,0
"PubchemFP9",0,0,0,0
"PubchemFP10",0,0,0,0
"PubchemFP11",0,0,0,0
"PubchemFP12",0,0,0,0
"PubchemFP13",0,0,0,0
"PubchemFP14",0,0,0,0
"PubchemFP15",-0.0217277067077928,-0.0217277067077928,-0.0217277067077928,-0.0217277067077928
"PubchemFP16",0,0,0,0
"PubchemFP17",0,0,0,0
"PubchemFP18",0,0,0,0
"PubchemFP19",0,0,0,0
"PubchemFP20",0,0,0,0
"PubchemFP21",0.0217277067077928,0.0217277067077928,0.0217277067077928,0.0217277067077928
"PubchemFP22",0,0,0,0
"PubchemFP23",0,0,0,0
"PubchemFP24",0,0,0,0
"PubchemFP25",0,0,0,0
"PubchemFP26",0,0,0,0
"PubchemFP27",0,0,0,0
"PubchemFP28",0,0,0,0
"PubchemFP29",0,0,0,0
"PubchemFP30",0,0,0,0
"PubchemFP31",0,0,0,0
"PubchemFP32",0,0,0,0
"PubchemFP33",0,0,0,0
"PubchemFP34",0,0,0,0
"PubchemFP35",0,0,0,0
"PubchemFP36",0,0,0,0
"PubchemFP37",0,0,0,0
"PubchemFP38",0,-0.0704457949362056,-0.0704457949362056,0
"PubchemFP39",0,0,0,0
"PubchemFP40",0,0,0,0
"PubchemFP41",0,0,0,0
"PubchemFP42",0,0,0,0
"PubchemFP43",0,0,0,0
"PubchemFP44",0,0,0,0
"PubchemFP45",0,0,0,0
"PubchemFP46",0,0,0,0
"PubchemFP47",0,0,0,0
"PubchemFP48",0,0,0,0
"PubchemFP49",0,0,0,0
"PubchemFP50",0,0,0,0
"PubchemFP51",0,0,0,0
"PubchemFP52",0,0,0,0
"PubchemFP53",0,0,0,0
"PubchemFP54",0,0,0,0
"PubchemFP55",0,0,0,0
"PubchemFP56",0,0,0,0
"PubchemFP57",0,0,0,0
"PubchemFP58",0,0,0,0
"PubchemFP59",0,0,0,0
"PubchemFP60",0,0,0,0
"PubchemFP61",0,0,0,0
"PubchemFP62",0,0,0,0
"PubchemFP63",0,0,0,0
"PubchemFP64",0,0,0,0
"PubchemFP65",0,0,0,0
"PubchemFP66",0,0,0,0
"PubchemFP67",0,0,0,0
"PubchemFP68",0,0,0,0
"PubchemFP69",0,0,0,0
"PubchemFP70",0,0,0,0
"PubchemFP71",0,0,0,0
"PubchemFP72",0,0,0,0
"PubchemFP73",0,0,0,0
"PubchemFP74",0,0,0,0
"PubchemFP75",0,0,0,0
"PubchemFP76",0,0,0,0
"PubchemFP77",0,0,0,0
"PubchemFP78",0,0,0,0
"PubchemFP79",0,0,0,0
"PubchemFP80",0,0,0,0
"PubchemFP81",0,0,0,0
"PubchemFP82",0,0,0,0
"PubchemFP83",0,0,0,0
"PubchemFP84",0,0,0,0
"PubchemFP85",0,0,0,0
"PubchemFP86",0,0,0,0
"PubchemFP87",0,0,0,0
"PubchemFP88",0,0,0,0
"PubchemFP89",0,0,0,0
"PubchemFP90",0,0,0,0
"PubchemFP91",0,0,0,0
"PubchemFP92",0,0,0,0
"PubchemFP93",0,0,0,0
"PubchemFP94",0,0,0,0
"PubchemFP95",0,0,0,0
"PubchemFP96",0,0,0,0
"PubchemFP97",0,0,0,0
"PubchemFP98",0,0,0,0
"PubchemFP99",0,0,0,0
"PubchemFP100",0,0,0,0
"PubchemFP101",0,0,0,0
"PubchemFP102",0,0,0,0
"PubchemFP103",0,0,0,0
"PubchemFP104",0,0,0,0
"PubchemFP105",0,0,0,0
"PubchemFP106",0,0,0,0
"PubchemFP107",0,0,0,0
"PubchemFP108",0,0,0,0
"PubchemFP109",0,0,0,0
"PubchemFP110",0,0,0,0
"PubchemFP111",0,0,0,0
"PubchemFP112",0,0,0,0
"PubchemFP113",0,0,0,0
"PubchemFP114",0,0,0,0
"PubchemFP115",0,0,0,0
"PubchemFP116",0,0,0,0
"PubchemFP117",0,0,0,0
"PubchemFP118",0,0,0,0
"PubchemFP119",0,0,0,0
"PubchemFP120",0,0,0,0
"PubchemFP121",0,0,0,0
"PubchemFP122",0,0,0,0
