"","drugs.i.","a"
"3","AEW541",0.586965837546176
"4","AZD0530",0.637253549711365
"5","AZD6244",0.893009085446712
"6","Erlotinib",0.779073106944919
"7","Irinotecan",0.662678466666164
"8","L-685458",0.462319432762699
"9","Lapatinib",0.58903434204715
"10","LBW242",0.551753127827246
"11","Nilotinib",0.76409468244012
"12","Nutlin-3",0.640671630500314
"13","Paclitaxel",0.488825188551739
"14","Panobinostat",0.517747148745039
"15","PD-0325901",0.864778425314013
"16","PD-0332991",0.792546130359242
"17","PF2341066",0.614164998791577
"18","PHA-665752",0.671722221291264
"19","PLX4720",0.71628461138084
"20","RAF265",0.657854092479161
"21","Sorafenib",0.763888462333006
"22","TAE684",0.512682425382902
"23","TKI258",0.591464492916353
"24","Topotecan",0.299491566452773
"25","X17-AAG",0.608268305000909
"26","ZD-6474",0.572921142680417
