"","drugs.i.","a"
"3","AEW541",0.666389951722833
"4","AZD0530",0.860746096562032
"5","AZD6244",0.851404418894854
"6","Erlotinib",0.787431330661898
"7","Irinotecan",0.719680624613659
"8","L-685458",0.450478013961256
"9","Lapatinib",0.50023119955824
"10","LBW242",0.537723665347234
"11","Nilotinib",0.866877817931221
"12","Nutlin-3",0.837485561845369
"13","Paclitaxel",0.613496101205196
"14","Panobinostat",0.385755395699636
"15","PD-0325901",0.751710515042369
"16","PD-0332991",0.445345081317738
"17","PF2341066",0.708655123281943
"18","PHA-665752",0.675700697434667
"19","PLX4720",0.506056216412176
"20","RAF265",0.671304179659815
"21","Sorafenib",0.587283911364236
"22","TAE684",0.733797915461265
"23","TKI258",0.600718315578004
"24","Topotecan",0.527806684857622
"25","X17-AAG",0.326544193516689
"26","ZD-6474",0.71722074072308
