"","drugs.i.","a"
"3","AEW541",0.584444146964699
"4","AZD0530",0.365847321125098
"5","AZD6244",0.322316950943482
"6","Erlotinib",0.511456034657573
"7","Irinotecan",0.690029439019042
"8","L-685458",0.747936355257916
"9","Lapatinib",0.275129505204541
"10","LBW242",0.635913583025026
"11","Nilotinib",0.786227037014887
"12","Nutlin-3",0.645078690425097
"13","Paclitaxel",0.357680518926549
"14","Panobinostat",0.399331097445532
"15","PD-0325901",0.365449935656438
"16","PD-0332991",0.756955033375757
"17","PF2341066",0.772758394746998
"18","PHA-665752",0.63115087146007
"19","PLX4720",0.324602091348672
"20","RAF265",0.725902822996578
"21","Sorafenib",0.665335480702383
"22","TAE684",0.641569337052039
"23","TKI258",0.47387611458189
"24","Topotecan",0.506674555309171
"25","X17-AAG",0.347911575011648
"26","ZD-6474",0.62089535432884
