"","drugs.i.","a"
"3","AEW541",0.523271954266458
"4","AZD0530",0.678357112189282
"5","AZD6244",0.55290021593266
"6","Erlotinib",0.578802879063707
"7","Irinotecan",0.297344149190967
"8","L-685458",0.809236670860754
"9","Lapatinib",0.451546172559006
"10","LBW242",0.525135761675809
"11","Nilotinib",0.774896166218903
"12","Nutlin-3",0.744460597154235
"13","Paclitaxel",0.445278349468944
"14","Panobinostat",0.420172992705598
"15","PD-0325901",0.298317999541615
"16","PD-0332991",0.838455951369812
"17","PF2341066",0.756567344427501
"18","PHA-665752",0.783776671568047
"19","PLX4720",0.296256751107028
"20","RAF265",0.742413045731995
"21","Sorafenib",0.585034003248834
"22","TAE684",0.710191619089437
"23","TKI258",0.71578865667631
"24","Topotecan",0.58923773691301
"25","X17-AAG",0.278951269686492
"26","ZD-6474",0.572098632213863
