"","Cp","AICc","GCV","BIC"
"(Intercept)",0.51393705224891,1.03502651133391,1.03502651133391,0.881865057045532
"X683665",0,0,0,0
"X684055",0.170867879486386,1.1960751564047,1.1960751564047,0
"X684057",0.571555285940791,2.1909619294397,2.1909619294397,0
"X684059",0,1.88540640069586,1.88540640069586,0
"X684062",0.0878813355633838,1.14245736232399,1.14245736232399,0
"X684072",0,0,0,0
"X684681",1.68217432357606,6.8221514233918,6.8221514233918,0.280362387262677
"X687448",0.182995757537981,0.182995757537981,0.182995757537981,0.182995757537981
"X687562",0.199677932328134,0.99838966164067,0.99838966164067,0
"X687568",0,2.3278756127105,2.3278756127105,0
"X687590",0.955276797014714,2.86583039104414,2.86583039104414,0.398031998756131
"X687600",0.290081927189601,0.870245781568804,0.870245781568804,0
"X687799",-1.48479484416257,-9.1314882915998,-9.1314882915998,-0.742397422081284
"X687804",0,0,0,0
"X687807",0,0.703637069397199,0.703637069397199,0
"X687814",0.449472264182974,1.92630970364132,1.92630970364132,0
"X687983",1.3062001401267,2.50355026857617,2.50355026857617,0
"X687997",0.136902778627631,0.136902778627631,0.136902778627631,0.136902778627631
"X688001",0.978434097400145,1.30457879653353,1.30457879653353,0.326144699133382
"X688006",0,0.155787009695733,0.155787009695733,0
"X688007",0.429668530643851,0.515602236772621,0.515602236772621,0
"X688010",0,0,0,0
"X688013",0,-2.86021403655458,-2.86021403655458,0
"X688014",0,0,0,0
"X688018",0.568185495582409,0.730524208605955,0.730524208605955,0.0811693565117727
"X688021",0.833646528949083,1.06100467320792,1.06100467320792,0.303144192345121
"X688023",0.406316494436533,1.11737035970047,1.11737035970047,0.203158247218266
"X688025",0,-1.29430219409027,-1.29430219409027,0
"X688026",0,0,0,0
"X688027",0,1.93013294513328,1.93013294513328,0
"X688031",0,0,0,0
"X688086",0,-0.221969083610753,-0.221969083610753,0
"X688121",0,5.18831509922603,5.18831509922603,0
"X713878",0.0766104018545052,3.14102647603471,3.14102647603471,0
"X724859",0,0.429103422998564,0.429103422998564,0
"X724863",0,-1.16081633704707,-1.16081633704707,0
"X724866",-0.503167494680299,-1.59336373315428,-1.59336373315428,0
"X724872",0,0.428252751148177,0.428252751148177,0
"X735784",-0.839532200950975,0.587672540665682,0.587672540665682,-0.67162576076078
"X749711",1.18210281321242,2.36420562642485,2.36420562642485,0
"X749713",0,2.57946234561895,2.57946234561895,0
"X749715",0,-2.8148540975071,-2.8148540975071,0
"X749716",0.769353873874118,1.9233846846853,1.9233846846853,0.19233846846853
"X753531",-0.562945497478169,-5.27761403885783,-5.27761403885783,-0.211104561554314
"X753532",0.458489627430702,3.27492591021929,3.27492591021929,0
"X753546",0,-1.00859313031565,-1.00859313031565,0
"X753547",-0.783877541455785,-2.96131515661074,-2.96131515661074,0
"X753548",0,0,0,0
"X753549",0,-0.86958425799543,-0.86958425799543,0
"X753551",1.10970759671832,1.20218322977818,1.20218322977818,0.36990253223944
"X753552",-0.390922300761643,-2.05234207899863,-2.05234207899863,0
"X753555",0,6.41527802978787,6.41527802978787,0
"X753558",-0.170825346740212,-1.02495208044127,-1.02495208044127,0
"X753563",0,0,0,0
"X753564",0,0.419934583225219,0.419934583225219,0
"X753565",0.224877551232451,0.224877551232451,0.224877551232451,0
"X753577",-0.310298150446332,0.465447225669499,0.465447225669499,-0.232723612834749
"X753578",-1.23490574172671,-1.9613208839189,-1.9613208839189,-0.290566056876874
"X753579",0,-5.18463445557208,-5.18463445557208,0
"X753581",0,-0.473381110949744,-0.473381110949744,0
"X753582",0,-1.2592852491934,-1.2592852491934,0
"X753583",0,-3.1966006890299,-3.1966006890299,0
"X753584",0,-0.712843467596568,-0.712843467596568,0
"X753585",-2.4972255937424,-9.34445706045545,-9.34445706045545,-0.72500097882844
"X753588",0.463568550952435,0.540829976111174,0.540829976111174,0.0772614251587391
