"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,"X1240221",1,0.229445021146295,0.118754251862501,0.0263852951292585,0.024798794489832,0.152256897274112,0.229445021146295
"4",2,"X1330987",1,-0.28092516681232,0.0504023124732873,-0.0127200466309805,-0.0183663368859477,0.125692590377148,-0.28092516681232
"5",3,"X1330995",1,0.372735543561323,0.199679324580311,0.35483058444854,0.35252563360496,0.158864298622047,0.372735543561323
"6",4,"X1331045",1,0.0869080595477451,0.159306797333017,0.1771248682603,0.172453748815791,0.162571523869762,0.0869080595477451
"7",5,"X684059",1,0.416499364935603,0.153616116114079,0.10299161069174,0.103766902016426,0.183616054379435,0.416499364935603
"8",6,"X687799",1,-1.91637105374647,-0.348222891727137,-0.015762426142419,-0.0127476037804286,-0.245476571289844,-1.91637105374647
"9",7,"X687983",1,0.608757018764581,0.162586989260675,0.197397837514532,0.195247249718183,0.177555764780104,0.608757018764581
"10",8,"X688018",1,0.54802466077961,0.245486525452944,0.346767513406511,0.34421414780449,0.241680310167259,0.54802466077961
"11",9,"X688021",1,0.646199967886666,0.471780608761132,0.684457519513066,0.682845744902191,0.311640369722734,0.646199967886666
"12",10,"X688027",1,0.506611882052306,0.187911251574187,0.137192387168608,0.136271634103091,0.229480279333521,0.506611882052306
"13",11,"X753546",1,-0.0897609397303034,0.230070214317524,0.157547705672028,0.157678247656367,0.2391307066629,-0.0897609397303034
"14",12,"X753577",1,-0.366864106950557,-0.382772181756257,-0.474995890407585,-0.47150071243239,-0.144350781235561,-0.366864106950557
"15",13,"X753623",1,-0.0967208069316719,-0.21496369071678,-0.506120934984403,-0.506089478673046,-0.113643877237791,-0.0967208069316719
"16",14,"X905941",1,0.427637579306197,-0.0382817125647631,0.258876916690043,0.261300767760608,-0.0200182545880778,0.427637579306197
"17",15,"X905967",1,-0.384770712104743,-0.183643304838485,-0.209327555575344,-0.20722111406978,-0.12081614624374,-0.384770712104743
"18",16,"X905982",1,0.808814082283734,0.259965457951516,0.223571019198929,0.227757483712305,0.189417351759654,0.808814082283734
"19",17,"X905986",1,0.354451073528728,0.208899681739906,0.232718840537972,0.232343392864149,0.148486692079541,0.354451073528728
"20",18,"X906746",1,-0.248917216375441,0.210979895279036,0.19278666019057,0.199564014370491,0.154965744552758,-0.248917216375441
"21",19,"X906765",1,0.317844910456792,0.163985206756967,0.134423961896693,0.131242067076308,0.131848797646174,0.317844910456792
"22",20,"X907053",1,-0.452856339467821,0.194759510717112,0.125925728460505,0.127591741187618,0.173113323825219,-0.452856339467821
