"","X","DRUG_ID","COSMIC_ID","IC50_Normal","dd_predict...2.","dd_real...2."
"1",NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA
"3",1,"X1015",683665,0.125412196908366,-0.508072513277053,0.125412196908366
"4",2,"X1028",683665,0.3023542498866,-0.21048438717511,0.3023542498866
"5",3,"X1047",683665,0.0959211594773998,-0.0498812962901587,0.0959211594773998
"6",4,"X1053",683665,-1.32612377026214,-0.497353446057296,-1.32612377026214
"7",5,"X1062",683665,-0.209414084309099,0.164751947165811,-0.209414084309099
"8",6,"X1067",683665,0.380282535891662,-0.622460430493817,0.380282535891662
"9",7,"X1133",683665,0.262156136867685,-0.554412755020555,0.262156136867685
"10",8,"X1164",683665,-0.105502809409069,-0.315761174215235,-0.105502809409069
"11",9,"X1262",683665,-0.120961305369995,-0.479074759228572,-0.120961305369995
"12",10,"X1264",683665,-0.305553569329898,-0.410295907260265,-0.305553569329898
"13",11,"X133",683665,-1.8826318381353,-0.509636544680269,-1.8826318381353
"14",12,"X1372",683665,-0.419875598967256,-0.489835470960286,-0.419875598967256
"15",13,"X140",683665,-2.43952469523814,-0.367949378291602,-2.43952469523814
"16",14,"X147",683665,1.06025441024369,-0.15050616260156,1.06025441024369
"17",15,"X153",683665,-0.611799915856512,-0.303841283664184,-0.611799915856512
"18",16,"X157",683665,-1.109456924688,-0.0815680222904769,-1.109456924688
"19",17,"X158",683665,-0.124084834408252,0.197222413022532,-0.124084834408252
"20",18,"X190",683665,-0.585209845364492,-0.213869609713808,-0.585209845364492
"21",19,"X202",683665,0.0128395672990884,0.310686651875611,0.0128395672990884
"22",20,"X263",683665,0.594394621005241,-0.538259105930327,0.594394621005241
"23",21,"X269",683665,0.421827280043425,-0.899035473035372,0.421827280043425
"24",22,"X276",683665,-1.16868567864002,-0.598938861005877,-1.16868567864002
"25",23,"X279",683665,0.173513163661224,-0.469816712993487,0.173513163661224
"26",24,"X281",683665,0.614173446590951,-0.14468214500218,0.614173446590951
"27",25,"X303",683665,-1.16019232628046,0.138684150380311,-1.16019232628046
"28",26,"X333",683665,0.567153842547232,-0.5486769493956,0.567153842547232
